sentence,span,type,uri,relation,question,gold familyName
"When Paganini returned from France and England, he was called upon frequently by the young artist, to hear him play and ask his advice; and although at this time the great violinist was grievously indisposed, he neither withheld his playing nor refused his assistance to his young friend. M. Dellepiane, who was first violin at the Theatre Carlo Felice at Genoa, and master of the Conservatoire of the same city, was taken ill;",Paganini,person,(Q66075),family name,What is the family name of Paganini?,Paganini
"It contains, in 519 neatly printed pages, everything Mendelssohn has written for the pianoforte, from the Capriccio in F sharp minor, Op. 5, composed in 1825, at the age of 16, to his latest works, including several published after his death.",Mendelssohn,person,(Q46096),family name,What is the family name of Mendelssohn?,Mendelssohn; Bartholdy
"The talents of Pepusch as a composer were not likely to prove a source of wealth to him; his music was correct, but it wanted variety; besides which, Handel was in possession of the public ear, and the whole kingdom were forming their taste for harmony and melody, by the standard of his compositions.",Pepusch,person,(Q371825),family name,What is the family name of Pepusch?,Pepusch
"The talents of Pepusch as a composer were not likely to prove a source of wealth to him; his music was correct, but it wanted variety; besides which, Handel was in possession of the public ear, and the whole kingdom were forming their taste for harmony and melody, by the standard of his compositions.",Handel,person,(Q7302),family name,What is the family name of Handel?,Händel; Handel
"The subject of Camacho is so admirably adapted for an opera, that Iam surprised it has never been thought of before; — it unites the romantic and the comic, so as to afford room for grea variety of musical expression and effect; and of this advantage Mr. Mendelssohn has fully availed himself.",Mr. Mendelssohn,person,(Q46096),family name,What is the family name of Mr. Mendelssohn?,Mendelssohn; Bartholdy
"Mr. DRESELr was greeted with a spontaneous ani fervent welcome, when he took his seat at the piano, and his exquisitely expressive rendering of the two Songs without Words by Mendelssohn (the “Duet” and “Spring Song”), the striking Etude by Ferdi-: nand Hiller, the Adagio from a Concerto and the Etude by Chopin, held the andience in hushed delight; indeed we know of more than one adverse prejudice that owned itself melted away by that performance.",Mr. DRESELr,person,(Q96415095),family name,What is the family name of Mr. DRESELr?,
"Mr. DRESELr was greeted with a spontaneous ani fervent welcome, when he took his seat at the piano, and his exquisitely expressive rendering of the two Songs without Words by Mendelssohn (the “Duet” and “Spring Song”), the striking Etude by Ferdi-: nand Hiller, the Adagio from a Concerto and the Etude by Chopin, held the andience in hushed delight; indeed we know of more than one adverse prejudice that owned itself melted away by that performance.",Mendelssohn,person,(Q46096),family name,What is the family name of Mendelssohn?,Mendelssohn; Bartholdy
"Mr. DRESELr was greeted with a spontaneous ani fervent welcome, when he took his seat at the piano, and his exquisitely expressive rendering of the two Songs without Words by Mendelssohn (the “Duet” and “Spring Song”), the striking Etude by Ferdi-: nand Hiller, the Adagio from a Concerto and the Etude by Chopin, held the andience in hushed delight; indeed we know of more than one adverse prejudice that owned itself melted away by that performance.",Ferdi- : nand Hiller,person,(Q213530),family name,What is the family name of Ferdi- : nand Hiller?,Hiller
"Mr. DRESELr was greeted with a spontaneous ani fervent welcome, when he took his seat at the piano, and his exquisitely expressive rendering of the two Songs without Words by Mendelssohn (the “Duet” and “Spring Song”), the striking Etude by Ferdi-: nand Hiller, the Adagio from a Concerto and the Etude by Chopin, held the andience in hushed delight; indeed we know of more than one adverse prejudice that owned itself melted away by that performance.",Chopin,person,(Q1268),family name,What is the family name of Chopin?,Chopin
"On the 28th of December, Madame Fodor appeared, for the first time, in the Barbiere di Siviglia; and the applause of a house crowded in every part testified the delight caused by her performance.",Madame Fodor,person,(Q1002317),family name,What is the family name of Madame Fodor?,Fodor
We have undoubted proof that it would be impossibte for any person to approach a subject in a more deeply religious frame of mind than did Haydn when he commenced the composition of the Creation.,Haydn,person,(Q7349),family name,What is the family name of Haydn?,Q16276486
"The compositions for the former are generally firnished from Parts - and London; for the latter, choice is made of Momrt, Pleyel, Steibeit, and other easy masters.",Pleyel,person,(Q314019),family name,What is the family name of Pleyel?,Pleyel
"The compositions for the former are generally firnished from Parts - and London; for the latter, choice is made of Momrt, Pleyel, Steibeit, and other easy masters.",Steibeit,person,(Q657464),family name,What is the family name of Steibeit?,
"The works selected by the Philharmonic. Society for the forthcoming season include Handel’s “Acis and Galatea,” Villiers Stanford’s fine choral ballad ‘The Revenge,” and Schubert’s cantata' ‘The Song of Miriam.”",Handel,person,(Q7302),family name,What is the family name of Handel?,Händel; Handel
"The works selected by the Philharmonic. Society for the forthcoming season include Handel’s “Acis and Galatea,” Villiers Stanford’s fine choral ballad ‘The Revenge,” and Schubert’s cantata' ‘The Song of Miriam.”",Villiers Stanford,person,(Q368264),family name,What is the family name of Villiers Stanford?,Stanford
"The works selected by the Philharmonic. Society for the forthcoming season include Handel’s “Acis and Galatea,” Villiers Stanford’s fine choral ballad ‘The Revenge,” and Schubert’s cantata' ‘The Song of Miriam.”",Schubert,person,(Q7312),family name,What is the family name of Schubert?,Schubert
"‘Military Band Organisation’ read before the Royal United Service Institution, on March 25, 1892, -by Colonel T. B. Shaw - Hellier, a former Commandant of Kneller Hall, who is well known in the army for his musical abilities, andwho, during his six years’ tenure of office at Kneller Hall, did a great deal to improve the Institution.",Colonel T. B. Shaw - Hellier,person,(Q98098664),family name,What is the family name of Colonel T. B. Shaw - Hellier?,
"On his way to. Germany, through Holland, Vieuxtemps stopped at the Hague, which coming to the knowledge of His Majesty the King of Holland, that illustrious personage immediately sent for the eminent violinist, received him most graciously, and expressed his desire to hear the Concerto which Vieuxtemps has dedicated to him",Vieuxtemps,person,(Q312790),family name,What is the family name of Vieuxtemps?,Q115463514
"On his way to. Germany, through Holland, Vieuxtemps stopped at the Hague, which coming to the knowledge of His Majesty the King of Holland, that illustrious personage immediately sent for the eminent violinist, received him most graciously, and expressed his desire to hear the Concerto which Vieuxtemps has dedicated to him",His Majesty the King of,person,(Q154287),family name,What is the family name of His Majesty the King of?,van Oranje-Nassau
"On his way to. Germany, through Holland, Vieuxtemps stopped at the Hague, which coming to the knowledge of His Majesty the King of Holland, that illustrious personage immediately sent for the eminent violinist, received him most graciously, and expressed his desire to hear the Concerto which Vieuxtemps has dedicated to him",Vieuxtemps,person,(Q312790),family name,What is the family name of Vieuxtemps?,Q115463514
"While the symphonies of Mozart and Haydn were here given in full force, the Masses were on occasions performed with instruments both at the Portuguese and Moorfields chapels.",Mozart,person,(Q254),family name,What is the family name of Mozart?,Mozart
"While the symphonies of Mozart and Haydn were here given in full force, the Masses were on occasions performed with instruments both at the Portuguese and Moorfields chapels.",Haydn,person,(Q7349),family name,What is the family name of Haydn?,Q16276486
"On St. Cecilia’s Day, 1695, the Plan of a Grand Concert of Music — at which some of the works of the forgotten Italian composer, Giovanni Battista Bassani (16571716), said to be the master of Corelli, were presented",St. Cecilia,person,(Q80513),family name,What is the family name of St. Cecilia?,
"On St. Cecilia’s Day, 1695, the Plan of a Grand Concert of Music — at which some of the works of the forgotten Italian composer, Giovanni Battista Bassani (16571716), said to be the master of Corelli, were presented",Giovanni Battista Bassani,person,(Q465565),family name,What is the family name of Giovanni Battista Bassani?,Bassani
"On St. Cecilia’s Day, 1695, the Plan of a Grand Concert of Music — at which some of the works of the forgotten Italian composer, Giovanni Battista Bassani (16571716), said to be the master of Corelli, were presented",Corelli,person,(Q164475),family name,What is the family name of Corelli?,Corelli
"The Scottish Orchestra has again been engaged, under its fourth conductor, Mr. Frederic H. Cowen; and the Edinburgh Choral Union, Mr. Kirkhope’s and Mr. Moonie’s choirs (the latter for the first time) will take part in the scheme.",Mr. Frederic H. Cowen,person,(Q1452734),family name,What is the family name of Mr. Frederic H. Cowen?,Cowen
"The favourite airs in Rossini’s Opera of La Gazza LapRa, erranged for the Piano - Forte, with an Accompaniment for the Flute. by T. Latour, Pianiste ‘to His Majesty.",Rossini,person,(Q9726),family name,What is the family name of Rossini?,Rossini
"The favourite airs in Rossini’s Opera of La Gazza LapRa, erranged for the Piano - Forte, with an Accompaniment for the Flute. by T. Latour, Pianiste ‘to His Majesty.",T. Latour,person,(Q6171596),family name,What is the family name of T. Latour?,Taton
"The favourite airs in Rossini’s Opera of La Gazza LapRa, erranged for the Piano - Forte, with an Accompaniment for the Flute. by T. Latour, Pianiste ‘to His Majesty.",His Majesty,person,(Q130586),family name,What is the family name of His Majesty?,
"The Rev. Wiliam Gostling, Minor Canon of Canterbury Cathedral, was the son of that Mr. Gostling, Sub - Dean of St. Paul’s, for whom Purcell wrote his celebrated anthem,",Rev. Wiliam Gostling,person,(Q15994466),family name,What is the family name of Rev. Wiliam Gostling?,Gostling
"The Rev. Wiliam Gostling, Minor Canon of Canterbury Cathedral, was the son of that Mr. Gostling, Sub - Dean of St. Paul’s, for whom Purcell wrote his celebrated anthem,",Mr. Gostling,person,(Q3181623),family name,What is the family name of Mr. Gostling?,Gostling
"The Rev. Wiliam Gostling, Minor Canon of Canterbury Cathedral, was the son of that Mr. Gostling, Sub - Dean of St. Paul’s, for whom Purcell wrote his celebrated anthem,",Purcell,person,(Q9695),family name,What is the family name of Purcell?,Purcell
"Madame Vestris is also a reigning favourite, which, strange to say, she becomes by lowering her original Italian ‘style to the light but coarse ballads of the Kuglish comic opera “Cherry ripe’ for example.",Madame Vestris,person,(Q6696635),family name,What is the family name of Madame Vestris?,
"The Lamoureux Concert of November 24 proved to be particularly interesting, including as it did the first performance of the “Chansons de Miarka’” of M. Alexandre Georges, set to the poetry of M. Richepin",M. Alexandre Georges,person,(Q2833698),family name,What is the family name of M. Alexandre Georges?,Georges
"The Lamoureux Concert of November 24 proved to be particularly interesting, including as it did the first performance of the “Chansons de Miarka’” of M. Alexandre Georges, set to the poetry of M. Richepin",M. Richepin,person,(Q551744),family name,What is the family name of M. Richepin?,Richepin
"he programme contained Mendelssohn’s ‘Hear my Prayer,” the solo part of which was effectively sung by Madame San Carolo; Cowen’s ‘Bridal Chorus, ’’ Stewart’s ‘Bells of St. Michael’s Tower,” and Pinsuti’s ‘Good - night, beloved.”",Mendelssohn,person,(Q46096),family name,What is the family name of Mendelssohn?,Mendelssohn; Bartholdy
"he programme contained Mendelssohn’s ‘Hear my Prayer,” the solo part of which was effectively sung by Madame San Carolo; Cowen’s ‘Bridal Chorus, ’’ Stewart’s ‘Bells of St. Michael’s Tower,” and Pinsuti’s ‘Good - night, beloved.”",Cowen,person,(Q1452734),family name,What is the family name of Cowen?,Cowen
"he programme contained Mendelssohn’s ‘Hear my Prayer,” the solo part of which was effectively sung by Madame San Carolo; Cowen’s ‘Bridal Chorus, ’’ Stewart’s ‘Bells of St. Michael’s Tower,” and Pinsuti’s ‘Good - night, beloved.”",Stewart,person,(Q4444837),family name,What is the family name of Stewart?,Stewart
"Some short passages interspersed in Fidelio, will remind the hearers of modulations and effects in Mozart’s Figaro and his Don Giovanni.",Mozart,person,(Q254),family name,What is the family name of Mozart?,Mozart
"Mr. Cowen will be assisted, when occasion requires, by M. Sons, the capable leader, who acted as conductor last year during Herr Bruch’s temporary indisposition, and Herr Moszkowski will. officiate at the first concert.",Mr. Cowen,person,(Q1452734),family name,What is the family name of Mr. Cowen?,Cowen
"Mr. Cowen will be assisted, when occasion requires, by M. Sons, the capable leader, who acted as conductor last year during Herr Bruch’s temporary indisposition, and Herr Moszkowski will. officiate at the first concert.",Herr Bruch,person,(Q106434),family name,What is the family name of Herr Bruch?,Bruch
"Mr. Cowen will be assisted, when occasion requires, by M. Sons, the capable leader, who acted as conductor last year during Herr Bruch’s temporary indisposition, and Herr Moszkowski will. officiate at the first concert.",Herr Moszkowski,person,(Q322427),family name,What is the family name of Herr Moszkowski?,Moszkowski
"The fine Organ made by Mr. Schrieder, which was setup in Westminster Abbey, and used on the Day of the Coronation, has been presented to the said Abbey by his. Majesty.",his . Majesty,person,(Q20875),family name,What is the family name of his . Majesty?,
"When Meyerbeer was last in England (in 1832), he came to preside over the rehearsals of his Robert le Diable, on the occasion of that celebrated opera being produced, by Mr. Monck Mason, at Her Majesty’s Theatre.",Meyerbeer,person,(Q105237),family name,What is the family name of Meyerbeer?,Meyerbeer
"For the commencement of it the author is indebted to the Pastoral Symphony of Beethoven, and the first subject of the last movement is very like a popular melody of Mozart.",Beethoven,person,(Q255),family name,What is the family name of Beethoven?,van Beethoven
"For the commencement of it the author is indebted to the Pastoral Symphony of Beethoven, and the first subject of the last movement is very like a popular melody of Mozart.",Mozart,person,(Q254),family name,What is the family name of Mozart?,Mozart
"While Miss Stephens was reported sick in the Drury - Lane bills, she was singing at Dr. Crotch’s Palestine — and while an apology was made for Miss Paton at Dr. Crotch’s, she played at Drury - Lane.",Miss Stephens,person,(Q5052928),family name,What is the family name of Miss Stephens?,Stephens
"While Miss Stephens was reported sick in the Drury - Lane bills, she was singing at Dr. Crotch’s Palestine — and while an apology was made for Miss Paton at Dr. Crotch’s, she played at Drury - Lane.",Dr. Crotch,person,(Q718709),family name,What is the family name of Dr. Crotch?,Q112898648
"While Miss Stephens was reported sick in the Drury - Lane bills, she was singing at Dr. Crotch’s Palestine — and while an apology was made for Miss Paton at Dr. Crotch’s, she played at Drury - Lane.",Miss Paton,person,(Q16888398),family name,What is the family name of Miss Paton?,Wood; Paton; Lennox
"While Miss Stephens was reported sick in the Drury - Lane bills, she was singing at Dr. Crotch’s Palestine — and while an apology was made for Miss Paton at Dr. Crotch’s, she played at Drury - Lane.",Dr. Crotch,person,(Q718709),family name,What is the family name of Dr. Crotch?,Q112898648
"The names of Grisi, Persiani, and other celebrities who had made - their English: reputation before Mr. Lumley caine info the managemeut, will, of course, occur to all readers, who will also remember in how many brilliant particular school it’ professed to ilus-.",Grisi,person,(Q287812),family name,What is the family name of Grisi?,Grisi
"The names of Grisi, Persiani, and other celebrities who had made - their English: reputation before Mr. Lumley caine info the managemeut, will, of course, occur to all readers, who will also remember in how many brilliant particular school it’ professed to ilus-.",Persiani,person,(Q2280304),family name,What is the family name of Persiani?,Persiani
"The names of Grisi, Persiani, and other celebrities who had made - their English: reputation before Mr. Lumley caine info the managemeut, will, of course, occur to all readers, who will also remember in how many brilliant particular school it’ professed to ilus-.",Mr. Lumley,person,(Q2896159),family name,What is the family name of Mr. Lumley?,Lumley
"The songs composed for Mrs. Weichsel, many of which were written by C. Bach, show that she had a voice of unusual height, reaching to the in altissimo, and great facility of execution.",Mrs. Weichsel,person,(Q5362421),family name,What is the family name of Mrs. Weichsel?,Billington
"The songs composed for Mrs. Weichsel, many of which were written by C. Bach, show that she had a voice of unusual height, reaching to the in altissimo, and great facility of execution.",C. Bach,person,(Q106641),family name,What is the family name of C. Bach?,Bach
"Thas, also, in Bach we tind sticntifie, artiticially- “construct ed music: in Ui: avdu, Mozart, and Beethoven, grace and, enphouy united to riclmess aul depth af. intelfeet; in’ the modert empty unkling or pedantic tedieustiess.",Bach,person,(Q1339),family name,What is the family name of Bach?,Bach
"Thas, also, in Bach we tind sticntifie, artiticially- “construct ed music: in Ui: avdu, Mozart, and Beethoven, grace and, enphouy united to riclmess aul depth af. intelfeet; in’ the modert empty unkling or pedantic tedieustiess.",Mozart,person,(Q254),family name,What is the family name of Mozart?,Mozart
"Thas, also, in Bach we tind sticntifie, artiticially- “construct ed music: in Ui: avdu, Mozart, and Beethoven, grace and, enphouy united to riclmess aul depth af. intelfeet; in’ the modert empty unkling or pedantic tedieustiess.",Beethoven,person,(Q255),family name,What is the family name of Beethoven?,van Beethoven
"Mdlle. Carrozi, a harpist of great ability, whom Mr. Newman has engaged for his orchestra, played her first harp solo at the Queen’s Hall, on the rst ult., and proved herself to be an interesting player",Mr. Newman,person,(Q7348018),family name,What is the family name of Mr. Newman?,Newman
"As usual, Mr. Charles Hallé’s Manchester Orchestra was engaged, and the vocal and instrumental soloists were Signorina Barbi, Mr. Joseph Maas, Madame Norman - Néruda, and Mr. Hallé.",Mr. Charles Hallé,person,(Q65648),family name,What is the family name of Mr. Charles Hallé?,Hallé
"As usual, Mr. Charles Hallé’s Manchester Orchestra was engaged, and the vocal and instrumental soloists were Signorina Barbi, Mr. Joseph Maas, Madame Norman - Néruda, and Mr. Hallé.",Signorina Barbi,person,(Q3611669),family name,What is the family name of Signorina Barbi?,Barbi
"As usual, Mr. Charles Hallé’s Manchester Orchestra was engaged, and the vocal and instrumental soloists were Signorina Barbi, Mr. Joseph Maas, Madame Norman - Néruda, and Mr. Hallé.",Mr. Joseph Maas,person,(Q686719),family name,What is the family name of Mr. Joseph Maas?,Maas
"As usual, Mr. Charles Hallé’s Manchester Orchestra was engaged, and the vocal and instrumental soloists were Signorina Barbi, Mr. Joseph Maas, Madame Norman - Néruda, and Mr. Hallé.",Madame Norman - Néruda,person,(Q78938),family name,What is the family name of Madame Norman - Néruda?,Neruda
"As usual, Mr. Charles Hallé’s Manchester Orchestra was engaged, and the vocal and instrumental soloists were Signorina Barbi, Mr. Joseph Maas, Madame Norman - Néruda, and Mr. Hallé.",Mr. Hallé,person,(Q65648),family name,What is the family name of Mr. Hallé?,Hallé
"The prospectus announces that this work, translated into Italian, and the principal part sustained by Madame Pauline Lucca, will positively be produced, Mdlle. Gertrude Griswold (who will make her first appearance on the stage in England), being also included in the cast.",Madame Pauline Lucca,person,(Q86422),family name,What is the family name of Madame Pauline Lucca?,Lucca
"Ar the eleventh Subscription Concert of the Choral Union Series, on the 3rd ult., the chief novelty was the late Friedrich Smetana’s ‘Comedy - Overture,’”’ performed last winter at the Philharmonic Concerts at Berlin and at the Crystal Palace Concerts.",Friedrich Smetana,person,(Q48173),family name,What is the family name of Friedrich Smetana?,Smetana
"Hence Mademoiselle Bonini has been probably underprized from the superiority of those supremely great singers, Catalani and Pasta, whom she has directly succeeded at the King’s Theatre, and with whom she is consequently immediately compared.",Mademoiselle Bonini,person,(Q5479435),family name,What is the family name of Mademoiselle Bonini?,
"Hence Mademoiselle Bonini has been probably underprized from the superiority of those supremely great singers, Catalani and Pasta, whom she has directly succeeded at the King’s Theatre, and with whom she is consequently immediately compared.",Catalani,person,(Q263405),family name,What is the family name of Catalani?,Catalani
"Hence Mademoiselle Bonini has been probably underprized from the superiority of those supremely great singers, Catalani and Pasta, whom she has directly succeeded at the King’s Theatre, and with whom she is consequently immediately compared.",Pasta,person,(Q240963),family name,What is the family name of Pasta?,Pasta
"The directors of the famous Gewandhaus Concerts in Leipzig have invited’ FErpinanp Ui1LER, of Cologne, to the post of conductor, vaca: ted by Rietz; but Hiller, probably the- best man ‘in all Germany, unfortunately declines.",FErpinanp Ui1LER,person,(Q213530),family name,What is the family name of FErpinanp Ui1LER?,Hiller
"The directors of the famous Gewandhaus Concerts in Leipzig have invited’ FErpinanp Ui1LER, of Cologne, to the post of conductor, vaca: ted by Rietz; but Hiller, probably the- best man ‘in all Germany, unfortunately declines.",Rietz,person,(Q63745),family name,What is the family name of Rietz?,Rietz
"The directors of the famous Gewandhaus Concerts in Leipzig have invited’ FErpinanp Ui1LER, of Cologne, to the post of conductor, vaca: ted by Rietz; but Hiller, probably the- best man ‘in all Germany, unfortunately declines.",Hiller,person,(Q213530),family name,What is the family name of Hiller?,Hiller
"The Keighley Musical Union, on the 3rd ult., had distinction conferred upon it by the presence of Professor Prout, who conducted a creditable performance of his cantata ‘Hereward,” the chorus - singing being decidedly its finest feature.",Professor Prout,person,(Q5331730),family name,What is the family name of Professor Prout?,Prout
"Mr. ARTHUR SOMERVELL gave a concert of his own compositions, at St. James's Hail, on the 7th ult.. at which he played, with Mr. Leonard Borwick, a set of Variations for two pianofortes on an original theme.",Mr. ARTHUR SOMERVELL,person,(Q4800330),family name,What is the family name of Mr. ARTHUR SOMERVELL?,Somervell
"Mr. ARTHUR SOMERVELL gave a concert of his own compositions, at St. James's Hail, on the 7th ult.. at which he played, with Mr. Leonard Borwick, a set of Variations for two pianofortes on an original theme.",Mr. Leonard Borwick,person,(Q376085),family name,What is the family name of Mr. Leonard Borwick?,Borwick
"A very worthy local organisation, the Amateur Orchestral Society, under the able direction of Mr. Ralph Horner, is Schumann’s “Advent Hymn.” again in full activity, rehearsing for its Concert to take place this month.",Schumann,person,(Q7351),family name,What is the family name of Schumann?,Schumann
"On the evening of Sunday, the 3rd ult., a special Service was held in St. George’s Church, Stuyvesant Square, in commemoration of the twenty - fifth anniversary of Mr. George William Warren as organist of St. Thomas’s Church.",Mr. George William Warren,person,(Q20726537),family name,What is the family name of Mr. George William Warren?,Warren
"Madame Viardot, too, must be noticed for the extraordinary fluency and fire she displayed in the unheard - of bravura from Graun’s Britannieus, and Herr Reichardt for his graceful and finished singing in Mozart’s “Dalla sua pace.”",Madame Viardot,person,(Q122998),family name,What is the family name of Madame Viardot?,García; Viardot
"Madame Viardot, too, must be noticed for the extraordinary fluency and fire she displayed in the unheard - of bravura from Graun’s Britannieus, and Herr Reichardt for his graceful and finished singing in Mozart’s “Dalla sua pace.”",Graun,person,(Q161208),family name,What is the family name of Graun?,
"Madame Viardot, too, must be noticed for the extraordinary fluency and fire she displayed in the unheard - of bravura from Graun’s Britannieus, and Herr Reichardt for his graceful and finished singing in Mozart’s “Dalla sua pace.”",Mozart,person,(Q254),family name,What is the family name of Mozart?,Mozart
"Mr. Arthur Bent’s orchestra is also announced to give two concerts on December 7, Tchaikovsky’s Serenade for The third concert by the Choral and Philstrings (Op. 48) and Bach’s Concerto for two violins and orchestra being the chief features.",Tchaikovsky,person,(Q7315),family name,What is the family name of Tchaikovsky?,Tchaikovsky
"Mr. Arthur Bent’s orchestra is also announced to give two concerts on December 7, Tchaikovsky’s Serenade for The third concert by the Choral and Philstrings (Op. 48) and Bach’s Concerto for two violins and orchestra being the chief features.",Bach,person,(Q1339),family name,What is the family name of Bach?,Bach
"At their first concert, under the direction of Dr. Bates, Mark Ilambourg will be the solo pianist, and the Norwich Choral Society will contribute Hugh Blair’s ‘Trafalgar,’ composed expressly for the Nelson centenary.",Mark Ilambourg,person,(Q1900092),family name,What is the family name of Mark Ilambourg?,Hambourg
"At their first concert, under the direction of Dr. Bates, Mark Ilambourg will be the solo pianist, and the Norwich Choral Society will contribute Hugh Blair’s ‘Trafalgar,’ composed expressly for the Nelson centenary.",Hugh Blair,person,(Q5930050),family name,What is the family name of Hugh Blair?,Blair
"At their first concert, under the direction of Dr. Bates, Mark Ilambourg will be the solo pianist, and the Norwich Choral Society will contribute Hugh Blair’s ‘Trafalgar,’ composed expressly for the Nelson centenary.",Nelson,person,(Q83235),family name,What is the family name of Nelson?,Nelson
"The performance of the work in St. James's Hall, under Myr. Otto Goldschmidt, had many good points, and Mr. Parry found no small part of a friendly audience willing to bestow applause.",Myr . Otto Goldschmidt,person,(Q320046),family name,What is the family name of Myr . Otto Goldschmidt?,Goldschmidt
"The performance of the work in St. James's Hall, under Myr. Otto Goldschmidt, had many good points, and Mr. Parry found no small part of a friendly audience willing to bestow applause.",Mr. Parry,person,(Q6251304),family name,What is the family name of Mr. Parry?,
"Spagnoletti, the leader, the fine Roman lineaments of whose countenance should have been pourtrayed by a Titian or Vandyke, was the animating spirit of the orchestra.",Titian,person,(Q47551),family name,What is the family name of Titian?,Vecellio
"Spagnoletti, the leader, the fine Roman lineaments of whose countenance should have been pourtrayed by a Titian or Vandyke, was the animating spirit of the orchestra.",Vandyke,person,(Q150679),family name,What is the family name of Vandyke?,van Dyck
"Galuppi had the art of exciting to the utmust the emulation of his pupils, and produced, ir 1771, three eminent singers, La Rota, Pasqua Rossi, and Ortolani, lected by its present master, staf ef all emulation.",Galuppi,person,(Q208338),family name,What is the family name of Galuppi?,Galuppi
"The quartets from Rigoletto and Oberon, both excellent specimens of their widely different schools, could hardly have been intrusted to more competent artists than Madame Novello, Miss Dolby, Mr. Sims Reeves, and Mr. Weiss.",Madame Novello,person,(Q4322567),family name,What is the family name of Madame Novello?,Novello
"The quartets from Rigoletto and Oberon, both excellent specimens of their widely different schools, could hardly have been intrusted to more competent artists than Madame Novello, Miss Dolby, Mr. Sims Reeves, and Mr. Weiss.",Miss Dolby,person,(Q4164386),family name,What is the family name of Miss Dolby?,Dolby; Sainton
"The quartets from Rigoletto and Oberon, both excellent specimens of their widely different schools, could hardly have been intrusted to more competent artists than Madame Novello, Miss Dolby, Mr. Sims Reeves, and Mr. Weiss.",Mr. Sims Reeves,person,(Q7521239),family name,What is the family name of Mr. Sims Reeves?,Reeves
"The quartets from Rigoletto and Oberon, both excellent specimens of their widely different schools, could hardly have been intrusted to more competent artists than Madame Novello, Miss Dolby, Mr. Sims Reeves, and Mr. Weiss.",Mr. Weiss,person,(Q8022239),family name,What is the family name of Mr. Weiss?,Weiss
"My remarks on the major and minor semitones, in the Harmonicon for October, have produced an answer, in your Number for February, by the Rev. Mr. Liston, the inventor of the Euharmonic Organ.",Rev. Mr. Liston,person,(Q5724966),family name,What is the family name of Rev. Mr. Liston?,Liston
"When Pugnani and Viotti quitted St. Petersburg, where they had been loaded with favours by Catherine the Second, they paid a visit to Berlin, at the time that our violinist was in possession of the public favour.",Pugnani,person,(Q560926),family name,What is the family name of Pugnani?,Pugnani
"When Pugnani and Viotti quitted St. Petersburg, where they had been loaded with favours by Catherine the Second, they paid a visit to Berlin, at the time that our violinist was in possession of the public favour.",Viotti,person,(Q313188),family name,What is the family name of Viotti?,Viotti
"When Pugnani and Viotti quitted St. Petersburg, where they had been loaded with favours by Catherine the Second, they paid a visit to Berlin, at the time that our violinist was in possession of the public favour.",Catherine the Second,person,(Q36450),family name,What is the family name of Catherine the Second?,
"It was divided into three parts; the first cousisted of one act of the “Creation,” the second and third of miscellaneous selections from the works of Handel, Méhul, Spohr, Hummel, Cherubini, _ Mozart, Pergolesi, Cimarosa and Pacini",Handel,person,(Q7302),family name,What is the family name of Handel?,Händel; Handel
"It was divided into three parts; the first cousisted of one act of the “Creation,” the second and third of miscellaneous selections from the works of Handel, Méhul, Spohr, Hummel, Cherubini, _ Mozart, Pergolesi, Cimarosa and Pacini",Méhul,person,(Q364020),family name,What is the family name of Méhul?,Q56546804
"It was divided into three parts; the first cousisted of one act of the “Creation,” the second and third of miscellaneous selections from the works of Handel, Méhul, Spohr, Hummel, Cherubini, _ Mozart, Pergolesi, Cimarosa and Pacini",Spohr,person,(Q57226),family name,What is the family name of Spohr?,Spohr
"It was divided into three parts; the first cousisted of one act of the “Creation,” the second and third of miscellaneous selections from the works of Handel, Méhul, Spohr, Hummel, Cherubini, _ Mozart, Pergolesi, Cimarosa and Pacini",Hummel,person,(Q151953),family name,What is the family name of Hummel?,Hummel
"It was divided into three parts; the first cousisted of one act of the “Creation,” the second and third of miscellaneous selections from the works of Handel, Méhul, Spohr, Hummel, Cherubini, _ Mozart, Pergolesi, Cimarosa and Pacini",Cherubini,person,(Q20721),family name,What is the family name of Cherubini?,Q37104786
"It was divided into three parts; the first cousisted of one act of the “Creation,” the second and third of miscellaneous selections from the works of Handel, Méhul, Spohr, Hummel, Cherubini, _ Mozart, Pergolesi, Cimarosa and Pacini",Mozart,person,(Q254),family name,What is the family name of Mozart?,Mozart
"It was divided into three parts; the first cousisted of one act of the “Creation,” the second and third of miscellaneous selections from the works of Handel, Méhul, Spohr, Hummel, Cherubini, _ Mozart, Pergolesi, Cimarosa and Pacini",Pergolesi,person,(Q185312),family name,What is the family name of Pergolesi?,Pergolesi
"It was divided into three parts; the first cousisted of one act of the “Creation,” the second and third of miscellaneous selections from the works of Handel, Méhul, Spohr, Hummel, Cherubini, _ Mozart, Pergolesi, Cimarosa and Pacini",Cimarosa,person,(Q191775),family name,What is the family name of Cimarosa?,Cimarosa
"It was divided into three parts; the first cousisted of one act of the “Creation,” the second and third of miscellaneous selections from the works of Handel, Méhul, Spohr, Hummel, Cherubini, _ Mozart, Pergolesi, Cimarosa and Pacini",Pacini,person,(Q357022),family name,What is the family name of Pacini?,Pacini
"Hummel's.wonderfak” ‘performance on the piano - forte made a ‘deep. impression upon young Mendelssohn, so much so, ‘that de burst. into tears when once asked, to play atter him.?",Hummel,person,(Q151953),family name,What is the family name of Hummel?,Hummel
