document;span;property;span_gold_qid;retrieved_context_texts;llm_answer;prediction;prediction_label;prediction_description;llm_answer_correct;pred_qid_correct;gold_standard;in_web;in_corpus;Verified;Source
, Mr. Joseph Skeaf, the president, occupied the chair, Mr. William Laidlaw and Mr. T. Armstrong vicechairmen.;Mr. T. Armstrong;date of birth;NIL;['LiverPooL.—The seventy-ninth anniversary dinner of the Apollo Glee Club took place on the 17th ult., Mr. Joseph Skeaf, the president, occupied the chair, Mr. William Laidlaw and Mr. T. Armstrong vicechairmen. An excellent selection of glees, part-songs, &c., was well rendered by the performing members.', 'Leader, Mr. Spagnoletti —Conduetor, Mr. Attwood.', 'Leader, Mr. Weichsel.—Conductor, Mr. Bishop.'];1848-07-07 00:00:00;1848;;;no;;1840;;;;https://www.myprimitivemethodists.org.uk/content/people-2/lay-people/surnames-beginning-with-a/thomas_armstrong
, Mr. Joseph Skeaf, the president, occupied the chair, Mr. William Laidlaw and Mr. T. Armstrong vicechairmen.;Mr. T. Armstrong;family name;;;;;;;;;Q13627772;;;;
Agnes Robinson, Mrs. Carmichael, and Messrs. Hobart, Peake, C. J. Lenton, and C. Wilson.;Mrs. Carmichael;given name;NIL;['Agnes Robinson, Mrs. Carmichael, and Messrs. Hobart, Peake, C. J.', 'Sherrington, Alvsleben, and Patey, Messrs. Sims Reeves, Cummings, Agnesi, and “Signor” Perkin.', 'Cusins, E. M. Delaborde, E. Silas, Jona Hullah, E. H. Tu Nava, F. E. Gladstone, C. W. Lavington, J. E. Richardson, Brion, and J. Tilleard.'];"['No given name is explicitly provided for ""Mrs. Carmichael"" in the sentence or context.']";[np.str_('Q12796400')];Meta;female given name;;;NIL;;;;
Agnes Robinson, Mrs. Carmichael, and Messrs. Hobart, Peake, C. J. Lenton, and C. Wilson.;Mrs. Carmichael;sex or gender;NIL;['Agnes Robinson, Mrs. Carmichael, and Messrs. Hobart, Peake, C. J.', 'Sherrington, Alvsleben, and Patey, Messrs. Sims Reeves, Cummings, Agnesi, and “Signor” Perkin.', 'Cusins, E. M. Delaborde, E. Silas, Jona Hullah, E. H. Tu Nava, F. E. Gladstone, C. W. Lavington, J. E. Richardson, Brion, and J. Tilleard.'];['female'];[np.str_('Q6581072')];female;"to be used in ""sex or gender"" (P21) to indicate that the human subject is a female or ""semantic gender"" (P10339) to indicate that a word refers to a female person";;;Q6581072;no;yes;yes;Corpus
Agnes Robinson, Mrs. Carmichael, and Messrs. Hobart, Peake, C. J. Lenton, and C. Wilson.;Mrs. Carmichael;country of citizenship;NIL;['Agnes Robinson, Mrs. Carmichael, and Messrs. Hobart, Peake, C. J.', 'Sherrington, Alvsleben, and Patey, Messrs. Sims Reeves, Cummings, Agnesi, and “Signor” Perkin.', 'Cusins, E. M. Delaborde, E. Silas, Jona Hullah, E. H. Tu Nava, F. E. Gladstone, C. W. Lavington, J. E. Richardson, Brion, and J. Tilleard.'];['United Kingdom of Great Britain and Ireland'];[np.str_('Q145')];United Kingdom;country in north-west Europe;;;NIL;;;;
Agnes Robinson, Mrs. Carmichael, and Messrs. Hobart, Peake, C. J. Lenton, and C. Wilson.;Mrs. Carmichael;occupation;NIL;['Agnes Robinson, Mrs. Carmichael, and Messrs. Hobart, Peake, C. J.', 'Sherrington, Alvsleben, and Patey, Messrs. Sims Reeves, Cummings, Agnesi, and “Signor” Perkin.', 'Cusins, E. M. Delaborde, E. Silas, Jona Hullah, E. H. Tu Nava, F. E. Gladstone, C. W. Lavington, J. E. Richardson, Brion, and J. Tilleard.'];['singer', 'musician', 'performer'];[np.str_('Q65620039'), np.str_('Q12374149'), np.str_('Q15214752')];"soul singer; rock musician; cabaret performer";"singer who sings soul songs; musician playing rock music; performing artist specialized in cabaret";;;Q29448653;no;yes;yes;Corpus
Agnes Robinson, Mrs. Carmichael, and Messrs. Hobart, Peake, C. J. Lenton, and C. Wilson.;Mrs. Carmichael;date of birth;NIL;['Agnes Robinson, Mrs. Carmichael, and Messrs. Hobart, Peake, C. J.', 'Sherrington, Alvsleben, and Patey, Messrs. Sims Reeves, Cummings, Agnesi, and “Signor” Perkin.', 'Cusins, E. M. Delaborde, E. Silas, Jona Hullah, E. H. Tu Nava, F. E. Gladstone, C. W. Lavington, J. E. Richardson, Brion, and J. Tilleard.'];1830-04-16 00:00:00;1830;;;;;NIL;;;;
Agnes Robinson, Mrs. Carmichael, and Messrs. Hobart, Peake, C. J. Lenton, and C. Wilson.;Mrs. Carmichael;family name;;;;;;;;;Q16865385;;;;
‘Mz. Pezzella,' the pupil of the Padrr Sabbatini, and the son of the celebrated composer of the same name, guided by the best principles drawn from the sources of literature and art, combines with an immense knowledge of mathematics, profound study in the theory of music.;Mz . Pezzella;given name;NIL;"[""were published, augment his reputation. The Count now resides at Civita Vecchia, where he holds a place under Government. » ‘Mz. Pezzella,'the pupil of the Padre Sabbatini, and the son of the celebrated composer of the same name, guided by the best principles drawn from the sources of literature and art, combines with an immense knowledge of mathematics, profound study in the theory of music. A distinguished connoisseur, his judgment is regarded in Rome as the touchstone of real merit."", 'possesses distinguished manners. Bandonelli, equally celebrated as a’ poet and as.a composer, isthe pupil of P. Teofilo, ‘who has acquired s so great a reputation by his religious compositions, and who was of the school of Clari and Sacchini. In vocal music and poetic expression he formed himself after Zingarelli. We regard Bandonelli as possessing a decided genius for poetry and a fine talent for music. His works are all according to the rules of art, and show great depth of judgment. He has adapted some of » the sonnets of Petrarch, and some of the stanzas of Japo, with so much talent and care, that every one has its precise and technical value. He has proved that amongst a number of composers he was that one who developed with the greatest nicety’ each delicate and strong idea indicated by the author. If Ban‘donelli were as original, and rich in invention as he is happy in the choice of his melodies, he would acquire an immortal title to celebrity. The Preghiere a Dio; for three voices, are the most \x0c ON THE ACTUAL STATE OF MUSIC IN ROME. 33 beautiful of his works; they were published at Naples. Bandonelli passes a very retired life, and regrets in his philosophy the errors of his age, which he often chastises very poetically in his satires. His last unedited poem in the didactic style, “ Suila musica odierna,” contains so many passages full of talent, so many piquant and striking portraits of the composers of the day, that it merits richly the honor oftranslation. Sirletti, the pupil of Jan‘haconi, is a connoisseur pianiste and a composer. It is in the accompaniment of antient music that he displays all the force of his genius. The psalms of Marcello are his triumph. We have been present at several musical soirees at his house, and have always met distinguished singers and a seleet audience. We there heard again Signor Marconi Schoenberger. We were but 7 little disposed to like his base voice, which has always affected us disagreeably. Elere however he enchanted us in a tenor solo from Marcello’s twenty-eighth psalm. His whole soul seemed to be infused into his voice. Signor Gioannini’s tenor, and Sarti’s sonorous base voice, contributed not a little to the effect produced in the execution of these psalms. We particularly remarked _the twenty-third and twenty-sixth. His last, magnificent and inimitable for its truth and expression, is likewise remarkable for the triumph expressed. in the subject of its chorusses. But to return to Sirletti, it is as a piano forte composer that he is most distinguished; equality of style, vivacity and truth of universal expression, flowing and interesting melody, without useless difficulties, are the characteristics of his compositens. Would to Heaven that many composers who lose themselves in the clouds of mannerism and affectation, would imitate thewisdom of Sirletti, Asioli, and Pollini—we should not then so often regret the absence of fine and beautiful melody, and natural harmonies drawn from the purest source of art! Grazioli (who must not be confounded with the composer of the same name, who died at Venice in 1820) .', 'The pupil of Porpora, and friend and contemporary of Jomelli, Piccini, Sacchini, Cimarosa, and Paisiello, he has studied the theory and practice of music deeply, as well as the literature of the art. It is to him we owe the most authentic information concerning the history of the music of his country. The greatest service he now renders to art is the making known to his pupils the unpublished classical compositions of the best Italian masters. » Amongst the Neapolitan pianists the Cavalier Galeata ranks the first. M.M. Joseph Gallurou, Micherou, Marchesino, Sterlich, the Cavaliere della Valle, and the Cavaliere Puoti, are also very clever. La Signora- Liberatori, the young Therese de Fortis, and La Signora Andreatini hold the first places among the ladies. Madames Landolfi, ; Corcione, Charlotte Hestermann, and the Barone della Posta accompany from score very well.']";['Mz'];[np.str_('Q6912445')];Moriz;male given name;no;;NIL;no;no;yes;
‘Mz. Pezzella,' the pupil of the Padrr Sabbatini, and the son of the celebrated composer of the same name, guided by the best principles drawn from the sources of literature and art, combines with an immense knowledge of mathematics, profound study in the theory of music.;Mz . Pezzella;sex or gender;NIL;"[""were published, augment his reputation. The Count now resides at Civita Vecchia, where he holds a place under Government. » ‘Mz. Pezzella,'the pupil of the Padre Sabbatini, and the son of the celebrated composer of the same name, guided by the best principles drawn from the sources of literature and art, combines with an immense knowledge of mathematics, profound study in the theory of music. A distinguished connoisseur, his judgment is regarded in Rome as the touchstone of real merit."", 'possesses distinguished manners. Bandonelli, equally celebrated as a’ poet and as.a composer, isthe pupil of P. Teofilo, ‘who has acquired s so great a reputation by his religious compositions, and who was of the school of Clari and Sacchini. In vocal music and poetic expression he formed himself after Zingarelli. We regard Bandonelli as possessing a decided genius for poetry and a fine talent for music. His works are all according to the rules of art, and show great depth of judgment. He has adapted some of » the sonnets of Petrarch, and some of the stanzas of Japo, with so much talent and care, that every one has its precise and technical value. He has proved that amongst a number of composers he was that one who developed with the greatest nicety’ each delicate and strong idea indicated by the author. If Ban‘donelli were as original, and rich in invention as he is happy in the choice of his melodies, he would acquire an immortal title to celebrity. The Preghiere a Dio; for three voices, are the most \x0c ON THE ACTUAL STATE OF MUSIC IN ROME. 33 beautiful of his works; they were published at Naples. Bandonelli passes a very retired life, and regrets in his philosophy the errors of his age, which he often chastises very poetically in his satires. His last unedited poem in the didactic style, “ Suila musica odierna,” contains so many passages full of talent, so many piquant and striking portraits of the composers of the day, that it merits richly the honor oftranslation. Sirletti, the pupil of Jan‘haconi, is a connoisseur pianiste and a composer. It is in the accompaniment of antient music that he displays all the force of his genius. The psalms of Marcello are his triumph. We have been present at several musical soirees at his house, and have always met distinguished singers and a seleet audience. We there heard again Signor Marconi Schoenberger. We were but 7 little disposed to like his base voice, which has always affected us disagreeably. Elere however he enchanted us in a tenor solo from Marcello’s twenty-eighth psalm. His whole soul seemed to be infused into his voice. Signor Gioannini’s tenor, and Sarti’s sonorous base voice, contributed not a little to the effect produced in the execution of these psalms. We particularly remarked _the twenty-third and twenty-sixth. His last, magnificent and inimitable for its truth and expression, is likewise remarkable for the triumph expressed. in the subject of its chorusses. But to return to Sirletti, it is as a piano forte composer that he is most distinguished; equality of style, vivacity and truth of universal expression, flowing and interesting melody, without useless difficulties, are the characteristics of his compositens. Would to Heaven that many composers who lose themselves in the clouds of mannerism and affectation, would imitate thewisdom of Sirletti, Asioli, and Pollini—we should not then so often regret the absence of fine and beautiful melody, and natural harmonies drawn from the purest source of art! Grazioli (who must not be confounded with the composer of the same name, who died at Venice in 1820) .', 'The pupil of Porpora, and friend and contemporary of Jomelli, Piccini, Sacchini, Cimarosa, and Paisiello, he has studied the theory and practice of music deeply, as well as the literature of the art. It is to him we owe the most authentic information concerning the history of the music of his country. The greatest service he now renders to art is the making known to his pupils the unpublished classical compositions of the best Italian masters. » Amongst the Neapolitan pianists the Cavalier Galeata ranks the first. M.M. Joseph Gallurou, Micherou, Marchesino, Sterlich, the Cavaliere della Valle, and the Cavaliere Puoti, are also very clever. La Signora- Liberatori, the young Therese de Fortis, and La Signora Andreatini hold the first places among the ladies. Madames Landolfi, ; Corcione, Charlotte Hestermann, and the Barone della Posta accompany from score very well.']";['male'];[np.str_('Q6581097')];male;"to be used in ""sex or gender"" (P21) to indicate that the human subject is a male or ""semantic gender"" (P10339) to indicate that a word refers to a male person";yes;yes;Q6581097;;;;
‘Mz. Pezzella,' the pupil of the Padrr Sabbatini, and the son of the celebrated composer of the same name, guided by the best principles drawn from the sources of literature and art, combines with an immense knowledge of mathematics, profound study in the theory of music.;Mz . Pezzella;country of citizenship;NIL;"[""were published, augment his reputation. The Count now resides at Civita Vecchia, where he holds a place under Government. » ‘Mz. Pezzella,'the pupil of the Padre Sabbatini, and the son of the celebrated composer of the same name, guided by the best principles drawn from the sources of literature and art, combines with an immense knowledge of mathematics, profound study in the theory of music. A distinguished connoisseur, his judgment is regarded in Rome as the touchstone of real merit."", 'possesses distinguished manners. Bandonelli, equally celebrated as a’ poet and as.a composer, isthe pupil of P. Teofilo, ‘who has acquired s so great a reputation by his religious compositions, and who was of the school of Clari and Sacchini. In vocal music and poetic expression he formed himself after Zingarelli. We regard Bandonelli as possessing a decided genius for poetry and a fine talent for music. His works are all according to the rules of art, and show great depth of judgment. He has adapted some of » the sonnets of Petrarch, and some of the stanzas of Japo, with so much talent and care, that every one has its precise and technical value. He has proved that amongst a number of composers he was that one who developed with the greatest nicety’ each delicate and strong idea indicated by the author. If Ban‘donelli were as original, and rich in invention as he is happy in the choice of his melodies, he would acquire an immortal title to celebrity. The Preghiere a Dio; for three voices, are the most \x0c ON THE ACTUAL STATE OF MUSIC IN ROME. 33 beautiful of his works; they were published at Naples. Bandonelli passes a very retired life, and regrets in his philosophy the errors of his age, which he often chastises very poetically in his satires. His last unedited poem in the didactic style, “ Suila musica odierna,” contains so many passages full of talent, so many piquant and striking portraits of the composers of the day, that it merits richly the honor oftranslation. Sirletti, the pupil of Jan‘haconi, is a connoisseur pianiste and a composer. It is in the accompaniment of antient music that he displays all the force of his genius. The psalms of Marcello are his triumph. We have been present at several musical soirees at his house, and have always met distinguished singers and a seleet audience. We there heard again Signor Marconi Schoenberger. We were but 7 little disposed to like his base voice, which has always affected us disagreeably. Elere however he enchanted us in a tenor solo from Marcello’s twenty-eighth psalm. His whole soul seemed to be infused into his voice. Signor Gioannini’s tenor, and Sarti’s sonorous base voice, contributed not a little to the effect produced in the execution of these psalms. We particularly remarked _the twenty-third and twenty-sixth. His last, magnificent and inimitable for its truth and expression, is likewise remarkable for the triumph expressed. in the subject of its chorusses. But to return to Sirletti, it is as a piano forte composer that he is most distinguished; equality of style, vivacity and truth of universal expression, flowing and interesting melody, without useless difficulties, are the characteristics of his compositens. Would to Heaven that many composers who lose themselves in the clouds of mannerism and affectation, would imitate thewisdom of Sirletti, Asioli, and Pollini—we should not then so often regret the absence of fine and beautiful melody, and natural harmonies drawn from the purest source of art! Grazioli (who must not be confounded with the composer of the same name, who died at Venice in 1820) .', 'The pupil of Porpora, and friend and contemporary of Jomelli, Piccini, Sacchini, Cimarosa, and Paisiello, he has studied the theory and practice of music deeply, as well as the literature of the art. It is to him we owe the most authentic information concerning the history of the music of his country. The greatest service he now renders to art is the making known to his pupils the unpublished classical compositions of the best Italian masters. » Amongst the Neapolitan pianists the Cavalier Galeata ranks the first. M.M. Joseph Gallurou, Micherou, Marchesino, Sterlich, the Cavaliere della Valle, and the Cavaliere Puoti, are also very clever. La Signora- Liberatori, the young Therese de Fortis, and La Signora Andreatini hold the first places among the ladies. Madames Landolfi, ; Corcione, Charlotte Hestermann, and the Barone della Posta accompany from score very well.']";['Italy'];[np.str_('Q38')];Italy;country in Southern Europe;yes;yes;Q38;;;;
‘Mz. Pezzella,' the pupil of the Padrr Sabbatini, and the son of the celebrated composer of the same name, guided by the best principles drawn from the sources of literature and art, combines with an immense knowledge of mathematics, profound study in the theory of music.;Mz . Pezzella;occupation;NIL;"[""were published, augment his reputation. The Count now resides at Civita Vecchia, where he holds a place under Government. » ‘Mz. Pezzella,'the pupil of the Padre Sabbatini, and the son of the celebrated composer of the same name, guided by the best principles drawn from the sources of literature and art, combines with an immense knowledge of mathematics, profound study in the theory of music. A distinguished connoisseur, his judgment is regarded in Rome as the touchstone of real merit."", 'possesses distinguished manners. Bandonelli, equally celebrated as a’ poet and as.a composer, isthe pupil of P. Teofilo, ‘who has acquired s so great a reputation by his religious compositions, and who was of the school of Clari and Sacchini. In vocal music and poetic expression he formed himself after Zingarelli. We regard Bandonelli as possessing a decided genius for poetry and a fine talent for music. His works are all according to the rules of art, and show great depth of judgment. He has adapted some of » the sonnets of Petrarch, and some of the stanzas of Japo, with so much talent and care, that every one has its precise and technical value. He has proved that amongst a number of composers he was that one who developed with the greatest nicety’ each delicate and strong idea indicated by the author. If Ban‘donelli were as original, and rich in invention as he is happy in the choice of his melodies, he would acquire an immortal title to celebrity. The Preghiere a Dio; for three voices, are the most \x0c ON THE ACTUAL STATE OF MUSIC IN ROME. 33 beautiful of his works; they were published at Naples. Bandonelli passes a very retired life, and regrets in his philosophy the errors of his age, which he often chastises very poetically in his satires. His last unedited poem in the didactic style, “ Suila musica odierna,” contains so many passages full of talent, so many piquant and striking portraits of the composers of the day, that it merits richly the honor oftranslation. Sirletti, the pupil of Jan‘haconi, is a connoisseur pianiste and a composer. It is in the accompaniment of antient music that he displays all the force of his genius. The psalms of Marcello are his triumph. We have been present at several musical soirees at his house, and have always met distinguished singers and a seleet audience. We there heard again Signor Marconi Schoenberger. We were but 7 little disposed to like his base voice, which has always affected us disagreeably. Elere however he enchanted us in a tenor solo from Marcello’s twenty-eighth psalm. His whole soul seemed to be infused into his voice. Signor Gioannini’s tenor, and Sarti’s sonorous base voice, contributed not a little to the effect produced in the execution of these psalms. We particularly remarked _the twenty-third and twenty-sixth. His last, magnificent and inimitable for its truth and expression, is likewise remarkable for the triumph expressed. in the subject of its chorusses. But to return to Sirletti, it is as a piano forte composer that he is most distinguished; equality of style, vivacity and truth of universal expression, flowing and interesting melody, without useless difficulties, are the characteristics of his compositens. Would to Heaven that many composers who lose themselves in the clouds of mannerism and affectation, would imitate thewisdom of Sirletti, Asioli, and Pollini—we should not then so often regret the absence of fine and beautiful melody, and natural harmonies drawn from the purest source of art! Grazioli (who must not be confounded with the composer of the same name, who died at Venice in 1820) .', 'The pupil of Porpora, and friend and contemporary of Jomelli, Piccini, Sacchini, Cimarosa, and Paisiello, he has studied the theory and practice of music deeply, as well as the literature of the art. It is to him we owe the most authentic information concerning the history of the music of his country. The greatest service he now renders to art is the making known to his pupils the unpublished classical compositions of the best Italian masters. » Amongst the Neapolitan pianists the Cavalier Galeata ranks the first. M.M. Joseph Gallurou, Micherou, Marchesino, Sterlich, the Cavaliere della Valle, and the Cavaliere Puoti, are also very clever. La Signora- Liberatori, the young Therese de Fortis, and La Signora Andreatini hold the first places among the ladies. Madames Landolfi, ; Corcione, Charlotte Hestermann, and the Barone della Posta accompany from score very well.']";['mathematician', 'music theorist', 'composer'];[np.str_('Q23900107'), np.str_('Q16031530'), np.str_('Q36834')];"algebraist; music theorist; composer";"mathematician who studies algebra; person who studies music theory; person who is an author of music in any form";yes;yes;Q16031530, Q36834, Q36834;;;;
‘Mz. Pezzella,' the pupil of the Padrr Sabbatini, and the son of the celebrated composer of the same name, guided by the best principles drawn from the sources of literature and art, combines with an immense knowledge of mathematics, profound study in the theory of music.;Mz . Pezzella;date of birth;NIL;"[""were published, augment his reputation. The Count now resides at Civita Vecchia, where he holds a place under Government. » ‘Mz. Pezzella,'the pupil of the Padre Sabbatini, and the son of the celebrated composer of the same name, guided by the best principles drawn from the sources of literature and art, combines with an immense knowledge of mathematics, profound study in the theory of music. A distinguished connoisseur, his judgment is regarded in Rome as the touchstone of real merit."", 'possesses distinguished manners. Bandonelli, equally celebrated as a’ poet and as.a composer, isthe pupil of P. Teofilo, ‘who has acquired s so great a reputation by his religious compositions, and who was of the school of Clari and Sacchini. In vocal music and poetic expression he formed himself after Zingarelli. We regard Bandonelli as possessing a decided genius for poetry and a fine talent for music. His works are all according to the rules of art, and show great depth of judgment. He has adapted some of » the sonnets of Petrarch, and some of the stanzas of Japo, with so much talent and care, that every one has its precise and technical value. He has proved that amongst a number of composers he was that one who developed with the greatest nicety’ each delicate and strong idea indicated by the author. If Ban‘donelli were as original, and rich in invention as he is happy in the choice of his melodies, he would acquire an immortal title to celebrity. The Preghiere a Dio; for three voices, are the most \x0c ON THE ACTUAL STATE OF MUSIC IN ROME. 33 beautiful of his works; they were published at Naples. Bandonelli passes a very retired life, and regrets in his philosophy the errors of his age, which he often chastises very poetically in his satires. His last unedited poem in the didactic style, “ Suila musica odierna,” contains so many passages full of talent, so many piquant and striking portraits of the composers of the day, that it merits richly the honor oftranslation. Sirletti, the pupil of Jan‘haconi, is a connoisseur pianiste and a composer. It is in the accompaniment of antient music that he displays all the force of his genius. The psalms of Marcello are his triumph. We have been present at several musical soirees at his house, and have always met distinguished singers and a seleet audience. We there heard again Signor Marconi Schoenberger. We were but 7 little disposed to like his base voice, which has always affected us disagreeably. Elere however he enchanted us in a tenor solo from Marcello’s twenty-eighth psalm. His whole soul seemed to be infused into his voice. Signor Gioannini’s tenor, and Sarti’s sonorous base voice, contributed not a little to the effect produced in the execution of these psalms. We particularly remarked _the twenty-third and twenty-sixth. His last, magnificent and inimitable for its truth and expression, is likewise remarkable for the triumph expressed. in the subject of its chorusses. But to return to Sirletti, it is as a piano forte composer that he is most distinguished; equality of style, vivacity and truth of universal expression, flowing and interesting melody, without useless difficulties, are the characteristics of his compositens. Would to Heaven that many composers who lose themselves in the clouds of mannerism and affectation, would imitate thewisdom of Sirletti, Asioli, and Pollini—we should not then so often regret the absence of fine and beautiful melody, and natural harmonies drawn from the purest source of art! Grazioli (who must not be confounded with the composer of the same name, who died at Venice in 1820) .', 'The pupil of Porpora, and friend and contemporary of Jomelli, Piccini, Sacchini, Cimarosa, and Paisiello, he has studied the theory and practice of music deeply, as well as the literature of the art. It is to him we owe the most authentic information concerning the history of the music of his country. The greatest service he now renders to art is the making known to his pupils the unpublished classical compositions of the best Italian masters. » Amongst the Neapolitan pianists the Cavalier Galeata ranks the first. M.M. Joseph Gallurou, Micherou, Marchesino, Sterlich, the Cavaliere della Valle, and the Cavaliere Puoti, are also very clever. La Signora- Liberatori, the young Therese de Fortis, and La Signora Andreatini hold the first places among the ladies. Madames Landolfi, ; Corcione, Charlotte Hestermann, and the Barone della Posta accompany from score very well.']";1792-03-04 00:00:00;1792;;;no;;NIL;no;no;yes;
‘Mz. Pezzella,' the pupil of the Padrr Sabbatini, and the son of the celebrated composer of the same name, guided by the best principles drawn from the sources of literature and art, combines with an immense knowledge of mathematics, profound study in the theory of music.;Mz . Pezzella;family name;;;;;;;;;Q37528122;;;;
A Word or Two on the Flute, by N. W. James. creececess 53 VIII.;N. W. James;given name;NIL;['Nw? A Word or Two on the Flutes by No IV. James. Edinburgh.', 'Itis strange that such an error as this should have escaped the author throughout his whole work. ‘The word is “embouchure.” \x0c 60 obo - JAMES ON THE FLUTE.', 'ranged with Variations and Embellishments for the Flute and Piano Forte, by C. Nicholson ...... cree ceeece cece XXIV. New Tiessons 2.0.00 ccccce cece secs ccesterevesereseacs XXV. Ditto oo. sce e ccc e cece cere rececceerereesccevevcsss XXXVI. Arrangements .....cccceccceeeeccees cee ee re cesescns XXVII. An Account of the Musical Festival held in September, 1823, in the Cathedral Church of York, for. the benefit of the PACT.'];['Noel', 'William'];[np.str_('Q19688263'), np.str_('Q12344159')];"Noël; William";"male given name; male given name";;;NIL;;;;
A Word or Two on the Flute, by N. W. James. creececess 53 VIII.;N. W. James;sex or gender;NIL;['Nw? A Word or Two on the Flutes by No IV. James. Edinburgh.', 'Itis strange that such an error as this should have escaped the author throughout his whole work. ‘The word is “embouchure.” \x0c 60 obo - JAMES ON THE FLUTE.', 'ranged with Variations and Embellishments for the Flute and Piano Forte, by C. Nicholson ...... cree ceeece cece XXIV. New Tiessons 2.0.00 ccccce cece secs ccesterevesereseacs XXV. Ditto oo. sce e ccc e cece cere rececceerereesccevevcsss XXXVI. Arrangements .....cccceccceeeeccees cee ee re cesescns XXVII. An Account of the Musical Festival held in September, 1823, in the Cathedral Church of York, for. the benefit of the PACT.'];['male'];[np.str_('Q6581097')];male;"to be used in ""sex or gender"" (P21) to indicate that the human subject is a male or ""semantic gender"" (P10339) to indicate that a word refers to a male person";;;NIL;;;;
A Word or Two on the Flute, by N. W. James. creececess 53 VIII.;N. W. James;country of citizenship;NIL;['Nw? A Word or Two on the Flutes by No IV. James. Edinburgh.', 'Itis strange that such an error as this should have escaped the author throughout his whole work. ‘The word is “embouchure.” \x0c 60 obo - JAMES ON THE FLUTE.', 'ranged with Variations and Embellishments for the Flute and Piano Forte, by C. Nicholson ...... cree ceeece cece XXIV. New Tiessons 2.0.00 ccccce cece secs ccesterevesereseacs XXV. Ditto oo. sce e ccc e cece cere rececceerereesccevevcsss XXXVI. Arrangements .....cccceccceeeeccees cee ee re cesescns XXVII. An Account of the Musical Festival held in September, 1823, in the Cathedral Church of York, for. the benefit of the PACT.'];['United Kingdom of Great Britain and Ireland'];[np.str_('Q145')];United Kingdom;country in north-west Europe;;;NIL;;;;
A Word or Two on the Flute, by N. W. James. creececess 53 VIII.;N. W. James;occupation;NIL;['Nw? A Word or Two on the Flutes by No IV. James. Edinburgh.', 'Itis strange that such an error as this should have escaped the author throughout his whole work. ‘The word is “embouchure.” \x0c 60 obo - JAMES ON THE FLUTE.', 'ranged with Variations and Embellishments for the Flute and Piano Forte, by C. Nicholson ...... cree ceeece cece XXIV. New Tiessons 2.0.00 ccccce cece secs ccesterevesereseacs XXV. Ditto oo. sce e ccc e cece cere rececceerereesccevevcsss XXXVI. Arrangements .....cccceccceeeeccees cee ee re cesescns XXVII. An Account of the Musical Festival held in September, 1823, in the Cathedral Church of York, for. the benefit of the PACT.'];['musician', 'flautist', 'composer', 'music educator', 'author', 'musicologist'];[np.str_('Q12374149'), np.str_('Q12902372'), np.str_('Q36834'), np.str_('Q2675537'), np.str_('Q482980'), np.str_('Q124738290')];"rock musician; flautist; composer; music teacher; author; podorythmist";"musician playing rock music; musician who plays the flute; person who is an author of music in any form; person who teaches music; writer of an original work; musical occupation";;;Q36834;;;;Corpus
A Word or Two on the Flute, by N. W. James. creececess 53 VIII.;N. W. James;date of birth;NIL;['Nw? A Word or Two on the Flutes by No IV. James. Edinburgh.', 'Itis strange that such an error as this should have escaped the author throughout his whole work. ‘The word is “embouchure.” \x0c 60 obo - JAMES ON THE FLUTE.', 'ranged with Variations and Embellishments for the Flute and Piano Forte, by C. Nicholson ...... cree ceeece cece XXIV. New Tiessons 2.0.00 ccccce cece secs ccesterevesereseacs XXV. Ditto oo. sce e ccc e cece cere rececceerereesccevevcsss XXXVI. Arrangements .....cccceccceeeeccees cee ee re cesescns XXVII. An Account of the Musical Festival held in September, 1823, in the Cathedral Church of York, for. the benefit of the PACT.'];;;;;;;NIL;;;;
A Word or Two on the Flute, by N. W. James. creececess 53 VIII.;N. W. James;family name;;;;;;;;;Q12188082;;;;
Bolero for One or Two Voices, composed, with -an Accompani‘ment for the Spanish Guitar, by P. Verini 3.;P. Verini;given name;NIL;"['XIX. Questo mio cor or dolente, Romanza, composed, with an , Accompaniment for the Spanish Guitar, by P. Verini 2. Bolero for One or Two Voices, composed, with -an Accompani‘ment for the Spanish Guitar, by P. Verini 3. Six Italian Ariettes, with an easy Accompaniment for the Spanish Guitar; Ferdinand Carulli. In two books 4, Philomele, Recueil d’Airs, Italiens, Francais, Espagnol}, et Allemande, arrangés avec Accompagnemens progressives de Guitare, par G. H. Derwort. 23 numbers .........cecceeeee 515.', 'Arranged for One or Four Voices. The Musica, Truezs, No. 127.', ""Love's Wrangle, a Madrigal for three Voices, composed by y Sir Sohn Stevenson, Mus. Doc.""]";['Pietro'];[np.str_('Q15897583')];Pietro;male given name;;;Q827311;no;yes;yes;Corpus
