document_id	sentence	named entity mention 	named entity QID	named entity type	property	property value QID	in_web	in_corpus	Verified	Source
the_Musical_Times_ms_1884-493_4_	"Besides the artists already mentioried we are promised Madame Adelina Patti, Madame Sembrich, Madame Maria Durand, Mdlle. De Vere (her first appearance at the Royai Italian Opera), Madame Scalchi, Mdlle. Reggiani, and Mdille. Tremelli; Signor Nicolini, Signor Marconi, M. Soulacroix, Signor Mierzwinski, Signor Cotogni, M. Devoyod, Signor De Reszké, Signor Monti, and Signor Novara."	Signor De Reszké	NIL	person	date of birth	NIL				
TheQuarterlyMusicalMagazineAndReview__1824-022.txt_2537	* Sento oh Dio” — Madame Ronzi de Begnis, Miss Stephens, Signor Garcia, Signor de Begnis, and Mr. oo Phillips	Signor Garcia	NIL	person	given name	Q11113719				https://www.wikidata.org/wiki/Q704645
TheQuarterlyMusicalMagazineAndReview__1824-022.txt_2537	* Sento oh Dio” — Madame Ronzi de Begnis, Miss Stephens, Signor Garcia, Signor de Begnis, and Mr. oo Phillips	Signor Garcia	NIL	person	sex or gender	Q6581097				https://www.wikidata.org/wiki/Q704645
TheQuarterlyMusicalMagazineAndReview__1824-022.txt_2537	* Sento oh Dio” — Madame Ronzi de Begnis, Miss Stephens, Signor Garcia, Signor de Begnis, and Mr. oo Phillips	Signor Garcia	NIL	person	country of citizenship	Q6581097				https://www.wikidata.org/wiki/Q704645
TheQuarterlyMusicalMagazineAndReview__1824-022.txt_2537	* Sento oh Dio” — Madame Ronzi de Begnis, Miss Stephens, Signor Garcia, Signor de Begnis, and Mr. oo Phillips	Signor Garcia	NIL	person	occupation	Q36834, Q2865819, Q2350126, Q43845, Q1836630				https://www.wikidata.org/wiki/Q704645
TheQuarterlyMusicalMagazineAndReview__1824-022.txt_2537	* Sento oh Dio” — Madame Ronzi de Begnis, Miss Stephens, Signor Garcia, Signor de Begnis, and Mr. oo Phillips	Signor Garcia	NIL	person	date of birth	1775	yes	yes	yes	https://www.wikidata.org/wiki/Q704645
the_Musical_Times_ms_1884-493_4_	"Besides the artists already mentioried we are promised Madame Adelina Patti, Madame Sembrich, Madame Maria Durand, Mdlle. De Vere (her first appearance at the Royai Italian Opera), Madame Scalchi, Mdlle. Reggiani, and Mdille. Tremelli; Signor Nicolini, Signor Marconi, M. Soulacroix, Signor Mierzwinski, Signor Cotogni, M. Devoyod, Signor De Reszké, Signor Monti, and Signor Novara."	Signor Monti	NIL	person	given name	NIL				
the_Musical_Times_ms_1884-493_4_	"Besides the artists already mentioried we are promised Madame Adelina Patti, Madame Sembrich, Madame Maria Durand, Mdlle. De Vere (her first appearance at the Royai Italian Opera), Madame Scalchi, Mdlle. Reggiani, and Mdille. Tremelli; Signor Nicolini, Signor Marconi, M. Soulacroix, Signor Mierzwinski, Signor Cotogni, M. Devoyod, Signor De Reszké, Signor Monti, and Signor Novara."	Signor Monti	NIL	person	sex or gender	Q6581097	no	yes	yes	Corpus
the_Musical_Times_ms_1884-493_4_	"Besides the artists already mentioried we are promised Madame Adelina Patti, Madame Sembrich, Madame Maria Durand, Mdlle. De Vere (her first appearance at the Royai Italian Opera), Madame Scalchi, Mdlle. Reggiani, and Mdille. Tremelli; Signor Nicolini, Signor Marconi, M. Soulacroix, Signor Mierzwinski, Signor Cotogni, M. Devoyod, Signor De Reszké, Signor Monti, and Signor Novara."	Signor Monti	NIL	person	country of citizenship	Q38	no	yes	yes	Corpus
the_Musical_Times_ms_1884-493_4_	"Besides the artists already mentioried we are promised Madame Adelina Patti, Madame Sembrich, Madame Maria Durand, Mdlle. De Vere (her first appearance at the Royai Italian Opera), Madame Scalchi, Mdlle. Reggiani, and Mdille. Tremelli; Signor Nicolini, Signor Marconi, M. Soulacroix, Signor Mierzwinski, Signor Cotogni, M. Devoyod, Signor De Reszké, Signor Monti, and Signor Novara."	Signor Monti	NIL	person	occupation	Q2865819	no	yes	yes	Corpus
the_Musical_Times_ms_1884-493_4_	"Besides the artists already mentioried we are promised Madame Adelina Patti, Madame Sembrich, Madame Maria Durand, Mdlle. De Vere (her first appearance at the Royai Italian Opera), Madame Scalchi, Mdlle. Reggiani, and Mdille. Tremelli; Signor Nicolini, Signor Marconi, M. Soulacroix, Signor Mierzwinski, Signor Cotogni, M. Devoyod, Signor De Reszké, Signor Monti, and Signor Novara."	Signor Monti	NIL	person	date of birth	NIL				
the_Musical_Times_ms_1884-493_4_	"Besides the artists already mentioried we are promised Madame Adelina Patti, Madame Sembrich, Madame Maria Durand, Mdlle. De Vere (her first appearance at the Royai Italian Opera), Madame Scalchi, Mdlle. Reggiani, and Mdille. Tremelli; Signor Nicolini, Signor Marconi, M. Soulacroix, Signor Mierzwinski, Signor Cotogni, M. Devoyod, Signor De Reszké, Signor Monti, and Signor Novara."	Signor Novara	NIL	person	given name	NIL				
the_Musical_Times_ms_1884-493_4_	"Besides the artists already mentioried we are promised Madame Adelina Patti, Madame Sembrich, Madame Maria Durand, Mdlle. De Vere (her first appearance at the Royai Italian Opera), Madame Scalchi, Mdlle. Reggiani, and Mdille. Tremelli; Signor Nicolini, Signor Marconi, M. Soulacroix, Signor Mierzwinski, Signor Cotogni, M. Devoyod, Signor De Reszké, Signor Monti, and Signor Novara."	Signor Novara	NIL	person	sex or gender	Q6581097	no	yes	yes	Corpus
the_Musical_Times_ms_1884-493_4_	"Besides the artists already mentioried we are promised Madame Adelina Patti, Madame Sembrich, Madame Maria Durand, Mdlle. De Vere (her first appearance at the Royai Italian Opera), Madame Scalchi, Mdlle. Reggiani, and Mdille. Tremelli; Signor Nicolini, Signor Marconi, M. Soulacroix, Signor Mierzwinski, Signor Cotogni, M. Devoyod, Signor De Reszké, Signor Monti, and Signor Novara."	Signor Novara	NIL	person	country of citizenship	Q38	no	yes	yes	Corpus
the_Musical_Times_ms_1884-493_4_	"Besides the artists already mentioried we are promised Madame Adelina Patti, Madame Sembrich, Madame Maria Durand, Mdlle. De Vere (her first appearance at the Royai Italian Opera), Madame Scalchi, Mdlle. Reggiani, and Mdille. Tremelli; Signor Nicolini, Signor Marconi, M. Soulacroix, Signor Mierzwinski, Signor Cotogni, M. Devoyod, Signor De Reszké, Signor Monti, and Signor Novara."	Signor Novara	NIL	person	occupation	Q2865819	no	yes	yes	Corpus
the_Musical_Times_ms_1884-493_4_	"Besides the artists already mentioried we are promised Madame Adelina Patti, Madame Sembrich, Madame Maria Durand, Mdlle. De Vere (her first appearance at the Royai Italian Opera), Madame Scalchi, Mdlle. Reggiani, and Mdille. Tremelli; Signor Nicolini, Signor Marconi, M. Soulacroix, Signor Mierzwinski, Signor Cotogni, M. Devoyod, Signor De Reszké, Signor Monti, and Signor Novara."	Signor Novara	NIL	person	date of birth	NIL				
TheQuarterlyMusicalMagazineAndReview__1828-037.txt_3898	, the fugitives got to Havre, where Sir Sidney was put on board an English vessel.	Sir Sidney	NIL	person	given name	Q3960161				
TheQuarterlyMusicalMagazineAndReview__1828-037.txt_3898	, the fugitives got to Havre, where Sir Sidney was put on board an English vessel.	Sir Sidney	NIL	person	sex or gender	Q6581097				
TheQuarterlyMusicalMagazineAndReview__1828-037.txt_3898	, the fugitives got to Havre, where Sir Sidney was put on board an English vessel.	Sir Sidney	NIL	person	country of citizenship	Q145				
TheQuarterlyMusicalMagazineAndReview__1828-037.txt_3898	, the fugitives got to Havre, where Sir Sidney was put on board an English vessel.	Sir Sidney	NIL	person	occupation	Q82955,Q4165702,Q599151				
TheQuarterlyMusicalMagazineAndReview__1828-037.txt_3898	, the fugitives got to Havre, where Sir Sidney was put on board an English vessel.	Sir Sidney	NIL	person	date of birth	1764				
TheQuarterlyMusicalMagazineAndReview__1828-037.txt_1149	- Jodran,. a distinguished tenor, possesses, like Soretti (who sings at the church of Santa Maria Maggiore), a superb voice.	Soretti	NIL	person	given name	NIL				
TheQuarterlyMusicalMagazineAndReview__1828-037.txt_1149	- Jodran,. a distinguished tenor, possesses, like Soretti (who sings at the church of Santa Maria Maggiore), a superb voice.	Soretti	NIL	person	sex or gender	Q6581097				
TheQuarterlyMusicalMagazineAndReview__1828-037.txt_1149	- Jodran,. a distinguished tenor, possesses, like Soretti (who sings at the church of Santa Maria Maggiore), a superb voice.	Soretti	NIL	person	country of citizenship	Q38				Corpus
TheQuarterlyMusicalMagazineAndReview__1828-037.txt_1149	- Jodran,. a distinguished tenor, possesses, like Soretti (who sings at the church of Santa Maria Maggiore), a superb voice.	Soretti	NIL	person	occupation	Q27914				Corpus
TheQuarterlyMusicalMagazineAndReview__1828-037.txt_1149	- Jodran,. a distinguished tenor, possesses, like Soretti (who sings at the church of Santa Maria Maggiore), a superb voice.	Soretti	NIL	person	date of birth	NIL				
TheMusicalWorld__1844-006.txt_175	“Scenes of horror, ’’ where Storge is terrified at the future.	Storge	NIL	person	given name	NIL	no	no	yes	
TheMusicalWorld__1844-006.txt_175	“Scenes of horror, ’’ where Storge is terrified at the future.	Storge	NIL	person	sex or gender	Q6581072				
TheMusicalWorld__1844-006.txt_175	“Scenes of horror, ’’ where Storge is terrified at the future.	Storge	NIL	person	country of citizenship	NIL	no	no	yes	
TheMusicalWorld__1844-006.txt_175	“Scenes of horror, ’’ where Storge is terrified at the future.	Storge	NIL	person	occupation	NIL	no	no	yes	
TheMusicalWorld__1844-006.txt_175	“Scenes of horror, ’’ where Storge is terrified at the future.	Storge	NIL	person	date of birth	NIL	no	no	yes	
TheQuarterlyMusicalMagazineAndReview__1825-025.txt_554	A Selection of French Melodies, with Symphonies and Accome ‘paniments, by W. Eavestaff 5	W. Eavestaff	NIL	person	given name	Q12344159				https://www.ebay.it/itm/326376958054
TheQuarterlyMusicalMagazineAndReview__1825-025.txt_554	A Selection of French Melodies, with Symphonies and Accome ‘paniments, by W. Eavestaff 5	W. Eavestaff	NIL	person	sex or gender	Q6581097				https://earlypianos.org/instruments/makerprofile/2347
TheQuarterlyMusicalMagazineAndReview__1825-025.txt_554	A Selection of French Melodies, with Symphonies and Accome ‘paniments, by W. Eavestaff 5	W. Eavestaff	NIL	person	country of citizenship	Q145				https://earlypianos.org/instruments/makerprofile/2347
TheQuarterlyMusicalMagazineAndReview__1825-025.txt_554	A Selection of French Melodies, with Symphonies and Accome ‘paniments, by W. Eavestaff 5	W. Eavestaff	NIL	person	occupation	Q1643514				https://earlypianos.org/instruments/makerprofile/2347
TheQuarterlyMusicalMagazineAndReview__1825-025.txt_554	A Selection of French Melodies, with Symphonies and Accome ‘paniments, by W. Eavestaff 5	W. Eavestaff	NIL	person	date of birth	1823				https://earlypianos.org/instruments/makerprofile/2347
TheMusicalTimes__1873-366.txt_809	| tains a new two - manual Organ by Walker, of London.	Walker	NIL	person	given name	NIL	yes	no	yes	https://en.wikipedia.org/wiki/J._W._Walker_%26_Sons_Ltd
TheMusicalTimes__1873-366.txt_809	| tains a new two - manual Organ by Walker, of London.	Walker	NIL	person	sex or gender	Q6581097	yes	yes	yes	https://en.wikipedia.org/wiki/J._W._Walker_%26_Sons_Ltd
TheMusicalTimes__1873-366.txt_809	| tains a new two - manual Organ by Walker, of London.	Walker	NIL	person	country of citizenship	Q145	yes	yes	yes	https://en.wikipedia.org/wiki/J._W._Walker_%26_Sons_Ltd
TheMusicalTimes__1873-366.txt_809	| tains a new two - manual Organ by Walker, of London.	Walker	NIL	person	occupation	Q1937431, Q1955150	yes	yes	yes	https://en.wikipedia.org/wiki/J._W._Walker_%26_Sons_Ltd
TheMusicalTimes__1873-366.txt_809	| tains a new two - manual Organ by Walker, of London.	Walker	NIL	person	date of birth	NIL	no	no	yes	
TheMusicalTimes__1873-366.txt_2224	Walter j. kiey, Conductor of the Railway Clearing House Musical Society+. — —Mr.	Walter j. kiey	NIL	person	given name	Q499249	no	yes	yes	
TheMusicalTimes__1873-366.txt_2224	Walter j. kiey, Conductor of the Railway Clearing House Musical Society+. — —Mr.	Walter j. kiey	NIL	person	sex or gender	Q6581097	no	yes	yes	
TheMusicalTimes__1873-366.txt_2224	Walter j. kiey, Conductor of the Railway Clearing House Musical Society+. — —Mr.	Walter j. kiey	NIL	person	country of citizenship	Q145	no	yes		
TheMusicalTimes__1873-366.txt_2224	Walter j. kiey, Conductor of the Railway Clearing House Musical Society+. — —Mr.	Walter j. kiey	NIL	person	occupation	Q158852	no	yes	yes	
TheMusicalTimes__1873-366.txt_2224	Walter j. kiey, Conductor of the Railway Clearing House Musical Society+. — —Mr.	Walter j. kiey	NIL	person	date of birth	NIL	no	no	yes	
TheMusicalWorld__1843-038.txt_67	"The vocalists were the Misses C. Novello, Rainforth, and Mrs. Alfred Shaw; Messrs. Braham, Phillips, Bennett, Walton, and J. Isherwood."	Walton	NIL	person	given name	NIL				
TheMusicalWorld__1843-038.txt_67	"The vocalists were the Misses C. Novello, Rainforth, and Mrs. Alfred Shaw; Messrs. Braham, Phillips, Bennett, Walton, and J. Isherwood."	Walton	NIL	person	sex or gender	Q6581097				
TheMusicalWorld__1843-038.txt_67	"The vocalists were the Misses C. Novello, Rainforth, and Mrs. Alfred Shaw; Messrs. Braham, Phillips, Bennett, Walton, and J. Isherwood."	Walton	NIL	person	country of citizenship	Q145				
TheMusicalWorld__1843-038.txt_67	"The vocalists were the Misses C. Novello, Rainforth, and Mrs. Alfred Shaw; Messrs. Braham, Phillips, Bennett, Walton, and J. Isherwood."	Walton	NIL	person	occupation	Q177220				
TheMusicalWorld__1843-038.txt_67	"The vocalists were the Misses C. Novello, Rainforth, and Mrs. Alfred Shaw; Messrs. Braham, Phillips, Bennett, Walton, and J. Isherwood."	Walton	NIL	person	date of birth	NIL				
TheQuarterlyMusicalMagazineAndReview__1824-022.txt_1379	Weisse, in 1788, was bassoonist of the Chapel Royal of Prussia, at Berlin.	Weisse	NIL	person	given name	NIL				
TheQuarterlyMusicalMagazineAndReview__1824-022.txt_1379	Weisse, in 1788, was bassoonist of the Chapel Royal of Prussia, at Berlin.	Weisse	NIL	person	sex or gender	Q6581097	no	yes	yes	
TheQuarterlyMusicalMagazineAndReview__1824-022.txt_1379	Weisse, in 1788, was bassoonist of the Chapel Royal of Prussia, at Berlin.	Weisse	NIL	person	country of citizenship	Q27306	no	yes	yes	
TheQuarterlyMusicalMagazineAndReview__1824-022.txt_1379	Weisse, in 1788, was bassoonist of the Chapel Royal of Prussia, at Berlin.	Weisse	NIL	person	occupation	Q12310971, Q12374149, Q15214752				
TheQuarterlyMusicalMagazineAndReview__1824-022.txt_1379	Weisse, in 1788, was bassoonist of the Chapel Royal of Prussia, at Berlin.	Weisse	NIL	person	date of birth	NIL	no	no	yes	
TheQuarterlyMusicalMagazineAndReview__1824-022.txt_1383	Zahn was a native of Rotenbourg sur le Tauber, in Franconia.	Zahn	NIL	person	given name	NIL	no	no	yes	
TheQuarterlyMusicalMagazineAndReview__1824-022.txt_1383	Zahn was a native of Rotenbourg sur le Tauber, in Franconia.	Zahn	NIL	person	sex or gender	Q6581097	no	yes	yes	
TheQuarterlyMusicalMagazineAndReview__1824-022.txt_1383	Zahn was a native of Rotenbourg sur le Tauber, in Franconia.	Zahn	NIL	person	country of citizenship	Q183	no	yes	yes	
TheQuarterlyMusicalMagazineAndReview__1824-022.txt_1383	Zahn was a native of Rotenbourg sur le Tauber, in Franconia.	Zahn	NIL	person	occupation	Q107012620	no	yes	yes	
TheQuarterlyMusicalMagazineAndReview__1824-022.txt_1383	Zahn was a native of Rotenbourg sur le Tauber, in Franconia.	Zahn	NIL	person	date of birth	NIL	no	no	yes	
TheMusicalTimes__1875-388.txt_1671	The artists engaged were the Misses Agnes Drummond, Josephine Pulham, Marian Haigh, Florence Wydford, and Messrs. Henry Guy, Theodore Distin, E. Stone, and Thurley Beale.	Agnes Drummond	NIL	person	family name	Q16869679	yes	yes	yes	
TheMusicalTimes__1876-402.txt_1172	Highly commended — Annie Albu, Amy Aylward, Jessie Jones, Agnes Larkcom, and Marian Williams.	Agnes Larkcom	NIL	person	family name	NIL	yes	yes	yes	https://shigovoicelessons.com/voicetalk//2016/04/the-garcia-lineage-agnes-larkcom.html
TheMusicalTimes__1876-397.txt_2399	Agnes Robinson, Mrs. Carmichael, and Messrs. Hobart, Peake, C. J. Lenton, and C. Wilson.	Agnes Robinson	NIL	person	family name	Q2798428				
TheMusicalTimes__1873-366.txt_1404	Beasley, Llewellyn Bagnall, Alice Mary Curtis, nia Sheehan, Johanna Ludovici, Beata Francis.	Alice Mary Curtis	NIL	person	family name	Q12787162				
TheMusicalTimes__1876-402.txt_1172	Highly commended — Annie Albu, Amy Aylward, Jessie Jones, Agnes Larkcom, and Marian Williams.	Amy Aylward	NIL	person	family name	Q21453840				https://thewomenwhomademe.wordpress.com/2017/10/08/amy-as-story/
Dwight's Journal of Music_1859-004_ms_4	The suceess of our charming comic prima donna, Angele Cordier, in’ a grand réle, has been an incident worthy. of note, and the revival of Auber’s sparkling and effective work,” has brought out our favorite tenore (it was given for his benefit,) Lagraye, an opportunity of displaying his best powers.	Angele Cordier	NIL	person	family name	Q175753				
TheMusicalTimes__1876-402.txt_1172	Highly commended — Annie Albu, Amy Aylward, Jessie Jones, Agnes Larkcom, and Marian Williams.	Annie Albu	NIL	person	family name	Q14914655	yes	yes	yes	https://kurtofgerolstein.blogspot.com/2019/05/when-girl-isnt-pretty-but-she-can-sing.html
TheMusicalTimes__1873-366.txt_1406	Letters of Commenstion: Misses Louisa A. Turner, Jane Whitaker, Constance Sarper, Annie Bradley, Elizabeth L. Rothwell, Marion ‘Greon, Fanny Boxell.	Annie Bradley	NIL	person	family name	Q896987				
TheMusicalTimes__1876-402.txt_1191	Annie Butterworth, Hannah Edouard, Marietta Phillips, Marie Duval, Mary Jane Williams.	Annie Butterworth	NIL	person	family name	Q16865227				
TheQuarterlyMusicalMagazineAndReview__1825-025.txt_1886	Antoine Law rent -Baudron was born at Amiens, i in 117 43.	Antoine Law	NIL	person	family name	Q16871926				
TheMusicalTimes__1873-366.txt_1404	Beasley, Llewellyn Bagnall, Alice Mary Curtis, nia Sheehan, Johanna Ludovici, Beata Francis.	Beata Francis	NIL	person	family name	Q15208210				
The Musical Times_1881-455_ms_2	"With my wife to the King’s House to see. ‘The Virgin Martyr,’ * the first time it hath been acted a great while, and itis mighty pleasant; not that the play is worth much, but it is finely acted by Beck Marshall."	Beck Marshall	NIL	person	family name	Q12795967				
TheMusicalTimes__1876-397.txt_2399	Agnes Robinson, Mrs. Carmichael, and Messrs. Hobart, Peake, C. J. Lenton, and C. Wilson.	C. J. Lenton	NIL	person	family name	Q16872057				
TheMusicalTimes__1876-397.txt_2399	Agnes Robinson, Mrs. Carmichael, and Messrs. Hobart, Peake, C. J. Lenton, and C. Wilson.	C. Wilson	NIL	person	family name	Q1645480				
TheHarmonicon__1832-012.txt_1146	only that the name of the author had been misprinted Caffiat, instead of Caffiaux.	Caffiaux	NIL	person	family name	Q62060678				
TheHarmonicon__1832-012.txt_1863	A young composer, Catl August Weber, professor of music at the Lyceum, at Rastadt near Baden, is much talked of here.	Catl August Weber	NIL	person	family name	Q1409226				
Dwight's Journal of Music_1858-11_BIS_ms_2	"then, instead of stepping forw: urd as a reformer, he ought, as a true disciple of honored and to effect nothing but what Gluck and Mozart; Cimarosa and Pacsicllé, Méhul and Boieldieu, Chert ahint and Spontini, Beethoven and= Weber, Spohr.and Weigl, Meyerbeer and Lortzing, also tried to effect, and which they succeeded more or less in doing. metadata={sent_text:then instead of stepping forw: urd as a reformer he ought as a true disciple of honored and to effect nothing but what Gluck and Mozart; Cimarosa and Pacsicllé Méhul and Boieldieu Chert ahint and Spontini Beethoven and: ""Weber Spohr.and Weigl Meyerbeer and Lortzing also tried to effect and which they succeeded more or less in doing.""}"	Chert	NIL	person	family name	NIL				
TheHarmonicon__1828-001.txt_1179	"The work is also graced with several of the elegant songs of Thomas Campbell, and Lord Byron; and it contains the best songs of the olden time, and of Ramsay, Hamilton; Thomson, Smollett, Skinner, Macneill, Hogg, Cunningham, and many others."	Cunningham	NIL	person	family name	Q7849873				
the_Musical_Times_ms_1896-635_8_	At Bradford, too, there has. been more than ordinary musical activity. On November 22 the second of the Subscription Concerts took place, a miscellaneous programme of much more than average interest being sustained by Miss Esther Palliser, Madame Marian McKenzie, Messrs. Ben Davies and Douglas Powell, with Herr Rosenthal as pianist and Mr. W. H. Squire as violoncellist.	Douglas Powell	NIL	person	family name	Q1158612				
TheHarmonicon__1824-016.txt_1268	"himself, abridged and continued to his death, by Dr. Kitchiner; from which we learn, that _"	Dr. Kitchiner	NIL	person	family name	Q112589726				
The Musical Times_1849-066_ms_3	A numerous and highly respectable meeting was held in the Town Hall on the 25th Oct., to aid the establishment - of a Normal Music school in Manchester, and to afford Dr. Mainzer an opportunity of explaining the character and object of the proposed institution.	Dr. Mainzer	NIL	person	family name	Q369735				
The Harmonicon_1827-002_ms_3	After this, we had: Les Néces de Gamache, a comic opera, in three acts, by Mercadante, translated and arranged by Messrs. Sauvage and Dupin, and adapted to the stage by M. Guénée: we suppose it would be unpardonable to omit any of these important particulars, as the authors always show such marked anxiety te bring them befere the world.	Dupin	NIL	person	family name	Q21448605				
TheMusicalTimes__1876-397.txt_2568	, Bow, E. — E. Carper is prepared to send Specifications for building Organs of very superior materials and workmanship.	E. Carper	NIL	person	family name	Q56537940				
TheMusicalTimes__1876-402.txt_343	, E. — E. Carper is prepared to send Specifications for building Organs of very superior materials and workmanship.	E. Carper	NIL	person	family name	Q56537940				
The_Musical_Times_ms_1905-754_1_	Among the documents preserved in the archives of Magdalen College, Oxford, is the will of one Edward Ascough, of Wynthorp (now Winthorpe), a village on the Lincolnshire coast, two miles north of Skegness	Edward Ascough	NIL	person	family name	Q118958548				
TheQuarterlyMusicalMagazineAndReview__1828-037.txt_1763	When Fenzi is absent, Guida is considered as the best.	Fenzi	NIL	person	family name	Q99908750				
TheMusicalTimes__1875-388.txt_1671	The artists engaged were the Misses Agnes Drummond, Josephine Pulham, Marian Haigh, Florence Wydford, and Messrs. Henry Guy, Theodore Distin, E. Stone, and Thurley Beale.	Florence Wydford	NIL	person	family name	NIL				
TheQuarterlyMusicalMagazineAndReview__1824-022.txt_1252	At some concerts, at the Feydeau, i in 1794, he executed some concerted symphonies of Devienne’s Sy with M. Huguot, Frederic and Charles Duvernoy.	Frederic	NIL	person	family name	Q62095480				
TheMusicalTimes__1876-402.txt_2491	A Pastoral Cantata, H written and composed by FREDERICK BaLpwin.	FREDERICK BaLpwin	NIL	person	family name	Q2658216				
The Harmonicon_1823-002_ms_3	La Clemenza di Tito was the first, in which‘a French lady, under the riame of Signora Clarini, took the part of Servilia, and a Madame’ Graziani filled the character ef Annio, both of which were massacred in their hands, and the whole opera necessarily partook in the - ruin.	Graziani	NIL	person	family name	Q99909378	no	yes	yes	
TheQuarterlyMusicalMagazineAndReview__1828-037.txt_1763	When Fenzi is absent, Guida is considered as the best.	Guida	NIL	person	family name	Q21450127				
TheMusicalTimes__1873-366.txt_2212	— - ies H. C. Sturton (late of St. Stephen's Mission Chapel, Lewisham), Morden College Chapel, Blackheath.	H. C. Sturton	NIL	person	family name	NIL				
TheMusicalTimes__1876-402.txt_868	on application to H. Hagemeyer, Bandmaster, 12th Regiment, Cork Barracks, Ireland.	H. Hagemeyer	NIL	person	family name	Q37007428				
TheMusicalTimes__1876-402.txt_1191	Annie Butterworth, Hannah Edouard, Marietta Phillips, Marie Duval, Mary Jane Williams.	Hannah Edouard	NIL	person	family name	Q37018092				
TheMusicalWorld__1844-006.txt_54	— though it was excellently well performed by Phillips, Hill, and Severn.	Hill	NIL	person	family name	Q973239				
TheMusicalTimes__1875-388.txt_19	Among the gentle‘men now contributing to Concordia, are: —: J. Barney.	J. Barney	NIL	person	family name	Q16479501				
TheQuarterlyMusicalMagazineAndReview__1825-025.txt_572	+ The Wild Hyacinth, a Songs composed by J. F. Walmisley....	J. F. Walmisley	NIL	person	family name	Q7963539				
TheMusicalTimes__1876-397.txt_3729	ty J. L. Peters, 843, Broadway, New York. ~ - Wednesday, March 2, 1876,	J. L. Peters	NIL	person	family name	Q2079518				
TheMusicalTimes__1875-388.txt_1718	-Set to music composed by James Fitzgerald, Organist of St. George’s Parish Church, Kidderminster.	James Fitzgerald	NIL	person	family name	Q55550590				
TheQuarterlyMusicalMagazineAndReview__1828-037.txt_1149	- Jodran,. a distinguished tenor, possesses, like Soretti (who sings at the church of Santa Maria Maggiore), a superb voice.	Jodran	NIL	person	family name	NIL				
TheMusicalWorld__1843-036.txt_756	Translated by John Bishop, and dedicated to the Author's friend, Professor Taylor.	John Bishop	NIL	person	family name	Q1158188				
TheMusicalTimes__1875-388.txt_1671	The artists engaged were the Misses Agnes Drummond, Josephine Pulham, Marian Haigh, Florence Wydford, and Messrs. Henry Guy, Theodore Distin, E. Stone, and Thurley Beale.	Josephine Pulham	NIL	person	family name	Q37507523	no	yes	yes	
TheQuarterlyMusicalMagazineAndReview__1824-022.txt_1252	At some concerts, at the Feydeau, i in 1794, he executed some concerted symphonies of Devienne’s Sy with M. Huguot, Frederic and Charles Duvernoy.	M. Huguot	NIL	person	family name	NIL				
TheHarmonicon__1833-005.txt_1679	A new symphony by M. Joachim Hoffman, a composition of great merit, was performed at that gentleman’s concert.	M. Joachim Hoffman	NIL	person	family name	Q224301				
The_Musical_World_ms_1843-040_1_	"Adolphe Adam, the composer of Le Postillon de Lonjumeau, was the first to apostrophize the acquirements of M. Vivier, ina Jengthened artiele in the France Wusicale; he has been followed by the rest of them, and last week, in the Gazelle AZusicale, we find a paper by Maurice Bourges, which makes M. Vivier something less than a demi - god, and extols his qualifications, in language, which applied to would be M. Bourges melts Paganini himself, nothing short of hyperbolical."	M. Vivier	NIL	person	family name	Q45110586				
The_Musical_Times_ms_1896-646_7_	Perhaps the most interesting piece was Bemberg’s ‘La Ballade du Désespéré” for yoice“and declamation, beautifully rendered by Miss Gertrude Bevan and Miss Ellen M. Bowick, with the accompaniments well played by the Misses Edith Byford, May H. Mukle, and Mabel E. Colyer.	Mabel E. Colyer	NIL	person	family name	Q37446923	no	yes	yes	
TheMusicalTimes__1876-397.txt_2177	The soloists were Mrs. A. J. Sutton (in place of Madame Brooke, absent through illness), Miss Julia Jones, Miss Taylor, Mr. Bywater, and Mr. W. H. Phillips...	Madame Brooke	NIL	person	family name	Q16860538	no	yes	yes	
the_Musical_Times_ms_1896-635_11_	She also gave a good interpretation of the ‘Hymne au Soleil,” without, however, causing us to forget Madame Collier's fine rendering of this number at the Société de Musique d’Ensemble, and at the Bodiniére	Madame Collier	NIL	person	family name	Q16865687	no	no	yes	
the_Musical_Times_ms_1884-493_4_	"Besides the artists already mentioried we are promised Madame Adelina Patti, Madame Sembrich, Madame Maria Durand, Mdlle. De Vere (her first appearance at the Royai Italian Opera), Madame Scalchi, Mdlle. Reggiani, and Mdille. Tremelli; Signor Nicolini, Signor Marconi, M. Soulacroix, Signor Mierzwinski, Signor Cotogni, M. Devoyod, Signor De Reszké, Signor Monti, and Signor Novara."	Madame Maria Durand	NIL	person	family name	Q3041504				
the_Musical_Times_ms_1896-635_8_	At Bradford, too, there has. been more than ordinary musical activity. On November 22 the second of the Subscription Concerts took place, a miscellaneous programme of much more than average interest being sustained by Miss Esther Palliser, Madame Marian McKenzie, Messrs. Ben Davies and Douglas Powell, with Herr Rosenthal as pianist and Mr. W. H. Squire as violoncellist.	Madame Marian McKenzie	NIL	person	family name	Q28819255	yes	yes	yes	
