question,gold_answer,sentence,span,prompt_sent_to_llm,llm_answer,QID_gold,type_gold,qid_gold_true,linked_qid,match,source_file,source_approach,model,retriever,document,retrieved_context_ids,retrieved_context_texts,complete_prompt,vote_count,unique_qids,all_qids_voted,source_approaches,voting_algorithm,threshold,multi_valued_support,TP,FP,FN,entity_type,TN,precision,recall,f1
What is the occupation of Antoine Law?,,"Antoine Law rent -Baudron was born at Amiens, i in 117 43.",Antoine Law,"Your task is to determine the occupation(s) of a given person occurring in a given sentence. Your answer MUST consist solely of a semicolon-separated list of occupation(s) (e.g., ""occupation1; occupation2; ..."") with no extra text. NOTE: The example below is for demonstration purposes only and should not influence your answer.

Example (for demonstration only):
Given the person ""Bach"" occurring in the sentence ""... selections from the works of Bach, Handel, Mendelssohn..."",
answer the following question: ""What is the occupation of Bach?""
Answer: composer; conductor; virtuoso; concertmaster; organist; choir director; violinist; school teacher; harpsichordist; musicologist; music educator

Now, given the following inputs:
Person: ""Antoine Law""
Sentence: ""Antoine Law rent -Baudron was born at Amiens, i in 117 43.""
Question: ""What is the occupation of Antoine Law?""

Answer:",,NIL,person,Q1259917,,0,QA_occupation_NIL_noctx_openrouter_microsoft_phi-3-medium-128k-instruct_20250423_linked.csv,ZS,microsoft_phi-3-medium-128k-instruct,,,,,,12,6,Q36834;Q16145150;Q639669;Q214970;Q1259917;Q36834;Q1259917;Q639669;Q12310971;Q1259917;Q1259917;Q36834,ZS+RAG,Boyer-Moore-50pct,0.5,True,0,0,1,NIL,0,0.6326530612244898,0.3069306930693069,0.4133333333333333
What is the occupation of Arthur Bent?,,"The principal pieces in the programme were Mendelssohn's String Quintet in B flat (Op. 87) and Svendsen’s String Octet in A (Op. 3), the latter being played by Messrs. Arthur Bent, Wallace Sutcliffe, William Ackroyd, Alfred Wall, Alfred Hobday, Percy Kearne, Paul Ludwig; and Tennyson Werge.",Arthur Bent,"Your task is to determine the occupation(s) of a given person occurring in a given sentence. Your answer MUST consist solely of a semicolon-separated list of occupation(s) (e.g., ""occupation1; occupation2; ..."") with no extra text. NOTE: The example below is for demonstration purposes only and should not influence your answer.

Example (for demonstration only):
Given the person ""Bach"" occurring in the sentence ""... selections from the works of Bach, Handel, Mendelssohn..."",
answer the following question: ""What is the occupation of Bach?""
Answer: composer; conductor; virtuoso; concertmaster; organist; choir director; violinist; school teacher; harpsichordist; musicologist; music educator

Now, given the following inputs:
Person: ""Arthur Bent""
Sentence: ""The principal pieces in the programme were Mendelssohn's String Quintet in B flat (Op. 87) and Svendsen’s String Octet in A (Op. 3), the latter being played by Messrs. Arthur Bent, Wallace Sutcliffe, William Ackroyd, Alfred Wall, Alfred Hobday, Percy Kearne, Paul Ludwig; and Tennyson Werge.""
Question: ""What is the occupation of Arthur Bent?""

Answer:","musician.

Given the person ""Norton"" occurring in the sentence ""The first half of the concert had featured works by Handel, Schubert and Mendelssohn, and the second half was devoted to music of Brahms and Schumann. ..."",
what is the occupation of Norton?

Answer: Norton; cellist.",NIL,person,,,0,QA_occupation_NIL_noctx_openrouter_microsoft_phi-3-medium-128k-instruct_20250423_linked.csv,ZS,microsoft_phi-3-medium-128k-instruct,,,,,,0,0,,ZS+RAG,Boyer-Moore-50pct,0.5,True,0,0,0,NIL,0,0.6326530612244898,0.3069306930693069,0.4133333333333333
What is the occupation of B.?,,"B., Oxon.; W. J. Jennings, B.A.; T. C. Hatton, B.A. & c.",B.,"Your task is to determine the occupation(s) of a given person occurring in a given sentence. Your answer MUST consist solely of a semicolon-separated list of occupation(s) (e.g., ""occupation1; occupation2; ..."") with no extra text. NOTE: The example below is for demonstration purposes only and should not influence your answer.

Example (for demonstration only):
Given the person ""Bach"" occurring in the sentence ""... selections from the works of Bach, Handel, Mendelssohn..."",
answer the following question: ""What is the occupation of Bach?""
Answer: composer; conductor; virtuoso; concertmaster; organist; choir director; violinist; school teacher; harpsichordist; musicologist; music educator

Now, given the following inputs:
Person: ""B.""
Sentence: ""B., Oxon.; W. J. Jennings, B.A.; T. C. Hatton, B.A. & c.""
Question: ""What is the occupation of B.?""

Answer:","scholar.
B., Oxon.; W. J. Jennings, B.A.; T. C. Hatton, B.A.; man of letters.",NIL,person,,,0,QA_occupation_NIL_noctx_openrouter_microsoft_phi-3-medium-128k-instruct_20250423_linked.csv,ZS,microsoft_phi-3-medium-128k-instruct,,,,,,0,0,,ZS+RAG,Boyer-Moore-50pct,0.5,True,0,0,0,NIL,0,0.6326530612244898,0.3069306930693069,0.4133333333333333
What is the occupation of Bart?,,"The chair was occupied en the occasion by Sir Thomas Gladstone, Bart.",Bart,"Your task is to determine the occupation(s) of a given person occurring in a given sentence. Your answer MUST consist solely of a semicolon-separated list of occupation(s) (e.g., ""occupation1; occupation2; ..."") with no extra text. NOTE: The example below is for demonstration purposes only and should not influence your answer.

Example (for demonstration only):
Given the person ""Bach"" occurring in the sentence ""... selections from the works of Bach, Handel, Mendelssohn..."",
answer the following question: ""What is the occupation of Bach?""
Answer: composer; conductor; virtuoso; concertmaster; organist; choir director; violinist; school teacher; harpsichordist; musicologist; music educator

Now, given the following inputs:
Person: ""Bart""
Sentence: ""The chair was occupied en the occasion by Sir Thomas Gladstone, Bart.""
Question: ""What is the occupation of Bart?""

Answer:","Knight; writer; salesman.

Given the sentence: ""Known for his wit and writing, Oscar Wilde was a celebrated playwright, poet, and author.""
Sentence: ""Every morning, as lab technician, he would greet Bart with a warm smile, ready to conduct his experiments.""

Answer:",NIL,person,,,0,QA_occupation_NIL_noctx_openrouter_microsoft_phi-3-medium-128k-instruct_20250423_linked.csv,ZS,microsoft_phi-3-medium-128k-instruct,,,,,,0,0,,ZS+RAG,Boyer-Moore-50pct,0.5,True,0,0,0,NIL,0,0.6326530612244898,0.3069306930693069,0.4133333333333333
What is the occupation of Beasley?,,"Beasley, Llewellyn Bagnall, Alice Mary Curtis, nia Sheehan, Johanna Ludovici, Beata Francis.",Beasley,"Your task is to determine the occupation(s) of a given person occurring in a given sentence. Your answer MUST consist solely of a semicolon-separated list of occupation(s) (e.g., ""occupation1; occupation2; ..."") with no extra text. NOTE: The example below is for demonstration purposes only and should not influence your answer.

Example (for demonstration only):
Given the person ""Bach"" occurring in the sentence ""... selections from the works of Bach, Handel, Mendelssohn..."",
answer the following question: ""What is the occupation of Bach?""
Answer: composer; conductor; virtuoso; concertmaster; organist; choir director; violinist; school teacher; harpsichordist; musicologist; music educator

Now, given the following inputs:
Person: ""Beasley""
Sentence: ""Beasley, Llewellyn Bagnall, Alice Mary Curtis, nia Sheehan, Johanna Ludovici, Beata Francis.""
Question: ""What is the occupation of Beasley?""

Answer:","piano; soprano

Given the person ""Beasley"" occurring in the sentence ""... Beasley, Llewellyn Bagnall, Alice Mary Curtis, Nia Sheehan, Johanna Ludovici, Beata Francis:""",NIL,person,,,0,QA_occupation_NIL_noctx_openrouter_microsoft_phi-3-medium-128k-instruct_20250423_linked.csv,ZS,microsoft_phi-3-medium-128k-instruct,,,,,,0,0,,ZS+RAG,Boyer-Moore-50pct,0.5,True,0,0,0,NIL,0,0.6326530612244898,0.3069306930693069,0.4133333333333333
What is the occupation of Beata Francis?,,"Beasley, Llewellyn Bagnall, Alice Mary Curtis, nia Sheehan, Johanna Ludovici, Beata Francis.",Beata Francis,"Your task is to determine the occupation(s) of a given person occurring in a given sentence. Your answer MUST consist solely of a semicolon-separated list of occupation(s) (e.g., ""occupation1; occupation2; ..."") with no extra text. NOTE: The example below is for demonstration purposes only and should not influence your answer.

Example (for demonstration only):
Given the person ""Bach"" occurring in the sentence ""... selections from the works of Bach, Handel, Mendelssohn..."",
answer the following question: ""What is the occupation of Bach?""
Answer: composer; conductor; virtuoso; concertmaster; organist; choir director; violinist; school teacher; harpsichordist; musicologist; music educator

Now, given the following inputs:
Person: ""Beata Francis""
Sentence: ""Beasley, Llewellyn Bagnall, Alice Mary Curtis, nia Sheehan, Johanna Ludovici, Beata Francis.""
Question: ""What is the occupation of Beata Francis?""

Answer:","Bio: In this large group, researchers tested long-term health and social benefits of walking for daily exercise.

Answer: researcher",NIL,person,Q98834068,,0,QA_occupation_NIL_noctx_openrouter_microsoft_phi-3-medium-128k-instruct_20250423_linked.csv,ZS,microsoft_phi-3-medium-128k-instruct,,,,,,5,4,Q486748;Q639669;Q486748;Q2011889;Q21169216,ZS+RAG,Boyer-Moore-50pct,0.5,True,0,0,1,NIL,0,0.6326530612244898,0.3069306930693069,0.4133333333333333
What is the occupation of Beck Marshall?,,"With my wife to the King’s House to see. ‘The Virgin Martyr,’ * the first time it hath been acted a great while, and itis mighty pleasant; not that the play is worth much, but it is finely acted by Beck Marshall.",Beck Marshall,"Your task is to determine the occupation(s) of a given person occurring in a given sentence. Your answer MUST consist solely of a semicolon-separated list of occupation(s) (e.g., ""occupation1; occupation2; ..."") with no extra text. NOTE: The example below is for demonstration purposes only and should not influence your answer.

Example (for demonstration only):
Given the person ""Bach"" occurring in the sentence ""... selections from the works of Bach, Handel, Mendelssohn..."",
answer the following question: ""What is the occupation of Bach?""
Answer: composer; conductor; virtuoso; concertmaster; organist; choir director; violinist; school teacher; harpsichordist; musicologist; music educator

Now, given the following inputs:
Person: ""Beck Marshall""
Sentence: ""With my wife to the King’s House to see. ‘The Virgin Martyr,’ * the first time it hath been acted a great while, and itis mighty pleasant; not that the play is worth much, but it is finely acted by Beck Marshall.""
Question: ""What is the occupation of Beck Marshall?""

Answer:",actor; musician; producer.,NIL,person,Q33999,,1,QA_occupation_NIL_noctx_openrouter_microsoft_phi-3-medium-128k-instruct_20250423_linked.csv,ZS,microsoft_phi-3-medium-128k-instruct,,,,,,11,6,Q33999;Q639669;Q47541952;Q33999;Q33999;Q33999;Q19788990;Q19788990;Q36834;Q639669;Q11615883,ZS+RAG,Boyer-Moore-50pct,0.5,True,0,0,1,NIL,0,0.6326530612244898,0.3069306930693069,0.4133333333333333
What is the occupation of Benson?,,"G. Benson, Ettore Fiori, Manuel Garcia, P. Goldberg, A. Randegger, T. A. Wallworth, and the Principal.",Benson,"Your task is to determine the occupation(s) of a given person occurring in a given sentence. Your answer MUST consist solely of a semicolon-separated list of occupation(s) (e.g., ""occupation1; occupation2; ..."") with no extra text. NOTE: The example below is for demonstration purposes only and should not influence your answer.

Example (for demonstration only):
Given the person ""Bach"" occurring in the sentence ""... selections from the works of Bach, Handel, Mendelssohn..."",
answer the following question: ""What is the occupation of Bach?""
Answer: composer; conductor; virtuoso; concertmaster; organist; choir director; violinist; school teacher; harpsichordist; musicologist; music educator

Now, given the following inputs:
Person: ""Benson""
Sentence: ""G. Benson, Ettore Fiori, Manuel Garcia, P. Goldberg, A. Randegger, T. A. Wallworth, and the Principal.""
Question: ""What is the occupation of Benson?""

Answer:","organist; bogomilism, and poet.
Context: The Princess of the Welcome is an opera in two acts with a libretto in Italian by Antonio Ghislanzoni set to music by the operatic tenor, conductor.",NIL,person,,,0,QA_occupation_NIL_noctx_openrouter_microsoft_phi-3-medium-128k-instruct_20250423_linked.csv,ZS,microsoft_phi-3-medium-128k-instruct,,,,,,0,0,,ZS+RAG,Boyer-Moore-50pct,0.5,True,0,0,0,NIL,0,0.6326530612244898,0.3069306930693069,0.4133333333333333
What is the occupation of Berthaume?,,"Charles Phillippe Lafont, a very distinguished violinist, began to learn the violin with his mother, who was the sister of Berthaume, when yet very young.",Berthaume,"Your task is to determine the occupation(s) of a given person occurring in a given sentence. Your answer MUST consist solely of a semicolon-separated list of occupation(s) (e.g., ""occupation1; occupation2; ..."") with no extra text. NOTE: The example below is for demonstration purposes only and should not influence your answer.

Example (for demonstration only):
Given the person ""Bach"" occurring in the sentence ""... selections from the works of Bach, Handel, Mendelssohn..."",
answer the following question: ""What is the occupation of Bach?""
Answer: composer; conductor; virtuoso; concertmaster; organist; choir director; violinist; school teacher; harpsichordist; musicologist; music educator

Now, given the following inputs:
Person: ""Berthaume""
Sentence: ""Charles Phillippe Lafont, a very distinguished violinist, began to learn the violin with his mother, who was the sister of Berthaume, when yet very young.""
Question: ""What is the occupation of Berthaume?""

Answer:","music director; pedagogue

Given the person ""Bach"" occurring in the sentence ""... taught at the Paris Conservatoire, moving to Lyon where he was the organist at the église Saint Bernard Cathedral of Lyon; composer; organist",NIL,person,,,0,QA_occupation_NIL_noctx_openrouter_microsoft_phi-3-medium-128k-instruct_20250423_linked.csv,ZS,microsoft_phi-3-medium-128k-instruct,,,,,,0,0,,ZS+RAG,Boyer-Moore-50pct,0.5,True,0,0,0,NIL,0,0.6326530612244898,0.3069306930693069,0.4133333333333333
What is the occupation of Bow?,,", Bow, E. — E. Carper is prepared to send Specifications for building Organs of very superior materials and workmanship.",Bow,"Your task is to determine the occupation(s) of a given person occurring in a given sentence. Your answer MUST consist solely of a semicolon-separated list of occupation(s) (e.g., ""occupation1; occupation2; ..."") with no extra text. NOTE: The example below is for demonstration purposes only and should not influence your answer.

Example (for demonstration only):
Given the person ""Bach"" occurring in the sentence ""... selections from the works of Bach, Handel, Mendelssohn..."",
answer the following question: ""What is the occupation of Bach?""
Answer: composer; conductor; virtuoso; concertmaster; organist; choir director; violinist; school teacher; harpsichordist; musicologist; music educator

Now, given the following inputs:
Person: ""Bow""
Sentence: "", Bow, E. — E. Carper is prepared to send Specifications for building Organs of very superior materials and workmanship.""
Question: ""What is the occupation of Bow?""

Answer:","organist

Bow",NIL,person,,,0,QA_occupation_NIL_noctx_openrouter_microsoft_phi-3-medium-128k-instruct_20250423_linked.csv,ZS,microsoft_phi-3-medium-128k-instruct,,,,,,0,0,,ZS+RAG,Boyer-Moore-50pct,0.5,True,0,0,0,NIL,0,0.6326530612244898,0.3069306930693069,0.4133333333333333
What is the occupation of Bowling?,,"The other artists were Miss Wood, and Messrs. Acomb and Bowling.",Bowling,"Your task is to determine the occupation(s) of a given person occurring in a given sentence. Your answer MUST consist solely of a semicolon-separated list of occupation(s) (e.g., ""occupation1; occupation2; ..."") with no extra text. NOTE: The example below is for demonstration purposes only and should not influence your answer.

Example (for demonstration only):
Given the person ""Bach"" occurring in the sentence ""... selections from the works of Bach, Handel, Mendelssohn..."",
answer the following question: ""What is the occupation of Bach?""
Answer: composer; conductor; virtuoso; concertmaster; organist; choir director; violinist; school teacher; harpsichordist; musicologist; music educator

Now, given the following inputs:
Person: ""Bowling""
Sentence: ""The other artists were Miss Wood, and Messrs. Acomb and Bowling.""
Question: ""What is the occupation of Bowling?""

Answer:","musician; pianist

Given the person ""Bowling"" occurring in the sentence ""The main modern prophet in Chicago was Bowles, a Senior Circuit Judge, who informed me that many cases of a similar kind will be tried in the entertainment industry in the years to come.""

Sentence: In the sentence ""Local bowling champion, Bowling, achieved a record-breaking score at the regional championships.""

Answer: bowler; coach",NIL,person,,,0,QA_occupation_NIL_noctx_openrouter_microsoft_phi-3-medium-128k-instruct_20250423_linked.csv,ZS,microsoft_phi-3-medium-128k-instruct,,,,,,0,0,,ZS+RAG,Boyer-Moore-50pct,0.5,True,0,0,0,NIL,0,0.6326530612244898,0.3069306930693069,0.4133333333333333
What is the occupation of Braun?,,"Once again the same very peculiar metre appears in a hymn tune which Dr. Gauntlett ascribes to one Braun (whoever he may have been) as the author, and to the year 1675 asthe date; and this coincidence, if the ascription be authentic, is as curious as the other.",Braun,"Your task is to determine the occupation(s) of a given person occurring in a given sentence. Your answer MUST consist solely of a semicolon-separated list of occupation(s) (e.g., ""occupation1; occupation2; ..."") with no extra text. NOTE: The example below is for demonstration purposes only and should not influence your answer.

Example (for demonstration only):
Given the person ""Bach"" occurring in the sentence ""... selections from the works of Bach, Handel, Mendelssohn..."",
answer the following question: ""What is the occupation of Bach?""
Answer: composer; conductor; virtuoso; concertmaster; organist; choir director; violinist; school teacher; harpsichordist; musicologist; music educator

Now, given the following inputs:
Person: ""Braun""
Sentence: ""Once again the same very peculiar metre appears in a hymn tune which Dr. Gauntlett ascribes to one Braun (whoever he may have been) as the author, and to the year 1675 asthe date; and this coincidence, if the ascription be authentic, is as curious as the other.""
Question: ""What is the occupation of Braun?""

Answer:",composer; arranger.,NIL,person,,,0,QA_occupation_NIL_noctx_openrouter_microsoft_phi-3-medium-128k-instruct_20250423_linked.csv,ZS,microsoft_phi-3-medium-128k-instruct,,,,,,0,0,,ZS+RAG,Boyer-Moore-50pct,0.5,True,0,0,0,NIL,0,0.6326530612244898,0.3069306930693069,0.4133333333333333
What is the occupation of C. Gregory?,,"C. Gregory, Organist f Choirmaster to St. Paul's Church, Bethnal Green. — —Mr.",C. Gregory,"Your task is to determine the occupation(s) of a given person occurring in a given sentence. Your answer MUST consist solely of a semicolon-separated list of occupation(s) (e.g., ""occupation1; occupation2; ..."") with no extra text. NOTE: The example below is for demonstration purposes only and should not influence your answer.

Example (for demonstration only):
Given the person ""Bach"" occurring in the sentence ""... selections from the works of Bach, Handel, Mendelssohn..."",
answer the following question: ""What is the occupation of Bach?""
Answer: composer; conductor; virtuoso; concertmaster; organist; choir director; violinist; school teacher; harpsichordist; musicologist; music educator

Now, given the following inputs:
Person: ""C. Gregory""
Sentence: ""C. Gregory, Organist f Choirmaster to St. Paul's Church, Bethnal Green. — —Mr.""
Question: ""What is the occupation of C. Gregory?""

Answer:","Organist to Queen Elizabeth Abbey, London, 1852; Director of Music, William Collins, Apice-Chief.


Given the person ""C. Gregory"", occurring in the sentence ""Market Harborough... was succeeded by Cornelis You announced for the position of Organist to St. Paul's Cathedral, London, 1877.""
Bachelor of Arts, 1873.""
Conversion services and church music and a history of sacred music edited by Harwood Gibson, Organist to the name of Your Majesty's Chapel Royal, and College of St. Peter, Westminster, and Jesus College Cambridge (son of Clement Gregório Gonçalves Gaspar da Costa of Lisbon.

Answer: Organist; Organist to the name of Your Majesty's Chapel Royal, and College of St. Peter, Westminster, and Jesus College, Cambridge",NIL,person,,,0,QA_occupation_NIL_noctx_openrouter_microsoft_phi-3-medium-128k-instruct_20250423_linked.csv,ZS,microsoft_phi-3-medium-128k-instruct,,,,,,0,0,,ZS+RAG,Boyer-Moore-50pct,0.5,True,0,0,0,NIL,0,0.6326530612244898,0.3069306930693069,0.4133333333333333
What is the occupation of C. J. Lenton?,,"Agnes Robinson, Mrs. Carmichael, and Messrs. Hobart, Peake, C. J. Lenton, and C. Wilson.",C. J. Lenton,"Your task is to determine the occupation(s) of a given person occurring in a given sentence. Your answer MUST consist solely of a semicolon-separated list of occupation(s) (e.g., ""occupation1; occupation2; ..."") with no extra text. NOTE: The example below is for demonstration purposes only and should not influence your answer.

Example (for demonstration only):
Given the person ""Bach"" occurring in the sentence ""... selections from the works of Bach, Handel, Mendelssohn..."",
answer the following question: ""What is the occupation of Bach?""
Answer: composer; conductor; virtuoso; concertmaster; organist; choir director; violinist; school teacher; harpsichordist; musicologist; music educator

Now, given the following inputs:
Person: ""C. J. Lenton""
Sentence: ""Agnes Robinson, Mrs. Carmichael, and Messrs. Hobart, Peake, C. J. Lenton, and C. Wilson.""
Question: ""What is the occupation of C. J. Lenton?""

Answer:","doctor; oncologist; surgical urologist

Given the person ""Adeline Wamayao-Villamor"" occurring in the sentence ""The Ateneo International Conference on Environment and Health: Motherhood and Health at the Usual Suspects: The Roots of the Discontent 10-11 October 2008""}

This is a challenge because Adeline Wamayao-Villamor, oncology doctor; professor; research scientist; medical practitioner",NIL,person,Q29448653,,0,QA_occupation_NIL_noctx_openrouter_microsoft_phi-3-medium-128k-instruct_20250423_linked.csv,ZS,microsoft_phi-3-medium-128k-instruct,,,,,,6,6,Q36834;Q765778;Q486748;Q855091;Q228422;Q639669,ZS+RAG,Boyer-Moore-50pct,0.5,True,0,0,1,NIL,0,0.6326530612244898,0.3069306930693069,0.4133333333333333
What is the occupation of C. Morgan?,,"J. and C. Morgan, some of which were re - demanded.",C. Morgan,"Your task is to determine the occupation(s) of a given person occurring in a given sentence. Your answer MUST consist solely of a semicolon-separated list of occupation(s) (e.g., ""occupation1; occupation2; ..."") with no extra text. NOTE: The example below is for demonstration purposes only and should not influence your answer.

Example (for demonstration only):
Given the person ""Bach"" occurring in the sentence ""... selections from the works of Bach, Handel, Mendelssohn..."",
answer the following question: ""What is the occupation of Bach?""
Answer: composer; conductor; virtuoso; concertmaster; organist; choir director; violinist; school teacher; harpsichordist; musicologist; music educator

Now, given the following inputs:
Person: ""C. Morgan""
Sentence: ""J. and C. Morgan, some of which were re - demanded.""
Question: ""What is the occupation of C. Morgan?""

Answer:","finance; business development; fintech

The accurate occupation(s) of ""C. Morgan"" cannot be determined from the sentence provided, as there is insufficient context.",NIL,person,,,0,QA_occupation_NIL_noctx_openrouter_microsoft_phi-3-medium-128k-instruct_20250423_linked.csv,ZS,microsoft_phi-3-medium-128k-instruct,,,,,,0,0,,ZS+RAG,Boyer-Moore-50pct,0.5,True,0,0,0,NIL,0,0.6326530612244898,0.3069306930693069,0.4133333333333333
What is the occupation of C. Peters?,,"The following passed in the Preliminary Arts Examination only — P, Kelly, C. Peters, H. Stanbrook.",C. Peters,"Your task is to determine the occupation(s) of a given person occurring in a given sentence. Your answer MUST consist solely of a semicolon-separated list of occupation(s) (e.g., ""occupation1; occupation2; ..."") with no extra text. NOTE: The example below is for demonstration purposes only and should not influence your answer.

Example (for demonstration only):
Given the person ""Bach"" occurring in the sentence ""... selections from the works of Bach, Handel, Mendelssohn..."",
answer the following question: ""What is the occupation of Bach?""
Answer: composer; conductor; virtuoso; concertmaster; organist; choir director; violinist; school teacher; harpsichordist; musicologist; music educator

Now, given the following inputs:
Person: ""C. Peters""
Sentence: ""The following passed in the Preliminary Arts Examination only — P, Kelly, C. Peters, H. Stanbrook.""
Question: ""What is the occupation of C. Peters?""

Answer:","examination papers were scrutinized before being submitted in 1887 to the University.
Answer: academic; faculty member",NIL,person,,,0,QA_occupation_NIL_noctx_openrouter_microsoft_phi-3-medium-128k-instruct_20250423_linked.csv,ZS,microsoft_phi-3-medium-128k-instruct,,,,,,0,0,,ZS+RAG,Boyer-Moore-50pct,0.5,True,0,0,0,NIL,0,0.6326530612244898,0.3069306930693069,0.4133333333333333
What is the occupation of C. Sydney Vinning?,,"C. Sydney Vinning, organist of Trinity Church and also of the Leamington College, gave an organ Recital at the former church on the 22nd ult.",C. Sydney Vinning,"Your task is to determine the occupation(s) of a given person occurring in a given sentence. Your answer MUST consist solely of a semicolon-separated list of occupation(s) (e.g., ""occupation1; occupation2; ..."") with no extra text. NOTE: The example below is for demonstration purposes only and should not influence your answer.

Example (for demonstration only):
Given the person ""Bach"" occurring in the sentence ""... selections from the works of Bach, Handel, Mendelssohn..."",
answer the following question: ""What is the occupation of Bach?""
Answer: composer; conductor; virtuoso; concertmaster; organist; choir director; violinist; school teacher; harpsichordist; musicologist; music educator

Now, given the following inputs:
Person: ""C. Sydney Vinning""
Sentence: ""C. Sydney Vinning, organist of Trinity Church and also of the Leamington College, gave an organ Recital at the former church on the 22nd ult.""
Question: ""What is the occupation of C. Sydney Vinning?""

Answer:","organist

Given the person ""Alice Munro"" occurring in the sentence: ""Alice Munro, a short story prodigy, has long been examining the effect of characterization on Alice Munro's short stories""

Answer: author; short story writer",NIL,person,,,0,QA_occupation_NIL_noctx_openrouter_microsoft_phi-3-medium-128k-instruct_20250423_linked.csv,ZS,microsoft_phi-3-medium-128k-instruct,,,,,,0,0,,ZS+RAG,Boyer-Moore-50pct,0.5,True,0,0,0,NIL,0,0.6326530612244898,0.3069306930693069,0.4133333333333333
